"STATE_NAME","GEOID","event_type","year_numerical","total_event_days","average_impacted_area_hectare","sd_impacted_area_hectare"
"Arkansas",5023,"Extreme Cold Event",2011,3,153595.9,127559.7
"Arkansas",5023,"Extreme Cold Event",2013,2,232131.5,0
"Arkansas",5023,"Extreme Cold Event",2014,2,229687,3457
"Arkansas",5023,"Extreme Cold Event",2015,2,232131.5,0
"Arkansas",5023,"Extreme Cold Event",2016,3,232131.5,0
"Arkansas",5023,"Extreme Cold Event",2017,4,209151.1,45960.9
"Arkansas",5023,"Extreme Cold Event",2018,7,218999.8,34743.1
"Arkansas",5023,"Extreme Cold Event",2019,1,232131.5,NA
"Arkansas",5023,"Extreme Cold Event",2021,6,232131.5,0
"Arkansas",5023,"Extreme Cold Event",2022,5,188732.2,97043.7
"Arkansas",5023,"Extreme Heat Event",2011,1,352.8,NA
"Arkansas",5023,"Extreme Heat Event",2015,1,4409.8,NA
"Arkansas",5023,"Extreme Heat Event",2016,1,1631.1,NA
"Arkansas",5023,"Extreme Heat Event",2017,2,31208.2,17043.8
"Arkansas",5023,"Extreme Heat Event",2019,3,27659.9,39922.5
"Arkansas",5023,"Extreme Heat Event",2021,2,34161.2,17434.6
"Arkansas",5025,"Extreme Cold Event",2009,2,225695.6,0
"Arkansas",5025,"Extreme Cold Event",2010,6,159947.5,84913.1
"Arkansas",5025,"Extreme Cold Event",2011,1,53800.7,NA
"Arkansas",5025,"Extreme Cold Event",2012,1,23288.9,NA
"Arkansas",5025,"Extreme Cold Event",2014,3,218135.4,13094.7
"Arkansas",5025,"Extreme Cold Event",2015,2,225695.6,0
"Arkansas",5025,"Extreme Cold Event",2016,1,171527.4,NA
"Arkansas",5025,"Extreme Cold Event",2017,3,225695.6,0
"Arkansas",5025,"Extreme Cold Event",2018,8,172966,97922.1
"Arkansas",5025,"Extreme Cold Event",2019,1,28764.5,NA
"Arkansas",5025,"Extreme Cold Event",2021,8,225695.6,0
"Arkansas",5025,"Extreme Cold Event",2022,7,175721.7,85364.4
"Arkansas",5025,"Extreme Heat Event",2010,7,16061.4,11042.7
"Arkansas",5025,"Extreme Heat Event",2012,4,6428.9,3422.3
"Arkansas",5025,"Extreme Heat Event",2015,1,4065.6,NA
"Arkansas",5025,"Extreme Heat Event",2016,5,22776.2,20070.4
"Arkansas",5025,"Extreme Heat Event",2017,2,15362.2,6111.5
"Arkansas",5025,"Extreme Heat Event",2019,1,9070.7,NA
"Arkansas",5025,"Extreme Heat Event",2021,1,68373.3,NA
"Arkansas",5025,"Extreme Heat Event",2022,9,26238.9,30784.4
"Arkansas",5027,"Extreme Cold Event",2010,4,284532.3,0
"Arkansas",5027,"Extreme Cold Event",2011,4,236043.9,38201.1
"Arkansas",5027,"Extreme Cold Event",2014,3,281838.4,4666
"Arkansas",5027,"Extreme Cold Event",2015,2,284532.3,0
"Arkansas",5027,"Extreme Cold Event",2016,1,244043.8,NA
"Arkansas",5027,"Extreme Cold Event",2017,3,284532.3,0
"Arkansas",5027,"Extreme Cold Event",2018,7,280607.8,10383.3
"Arkansas",5027,"Extreme Cold Event",2021,8,237901.8,71857.3
"Arkansas",5027,"Extreme Cold Event",2022,8,239530.8,83326.5
"Arkansas",5027,"Extreme Heat Event",2016,1,225.2,NA
"Arkansas",5027,"Extreme Heat Event",2018,1,7888.7,NA
"Arkansas",5027,"Extreme Heat Event",2019,9,29963.2,15407.6
"Arkansas",5027,"Extreme Heat Event",2020,12,85475.2,67514.3
"Arkansas",5027,"Extreme Heat Event",2021,4,170172.4,129007.8
"Arkansas",5027,"Extreme Heat Event",2022,4,64477.2,40035.7
"Arkansas",5029,"Extreme Cold Event",2008,1,220544.8,NA
"Arkansas",5029,"Extreme Cold Event",2009,4,110281.8,126354.2
"Arkansas",5029,"Extreme Cold Event",2010,8,110868.8,117248.9
"Arkansas",5029,"Extreme Cold Event",2011,4,62540.4,105489.1
"Arkansas",5029,"Extreme Cold Event",2013,2,12394,16315.2
"Arkansas",5029,"Extreme Cold Event",2014,3,78653.3,123036.9
"Arkansas",5029,"Extreme Cold Event",2015,2,220544.8,0
"Arkansas",5029,"Extreme Cold Event",2016,3,220544.8,0
"Arkansas",5029,"Extreme Cold Event",2017,4,220125.5,838.6
"Arkansas",5029,"Extreme Cold Event",2018,7,220305.2,634
"Arkansas",5029,"Extreme Cold Event",2019,1,220544.8,NA
"Arkansas",5029,"Extreme Cold Event",2021,6,220544.8,0
"Arkansas",5029,"Extreme Cold Event",2022,5,220544.8,0
"Arkansas",5029,"Extreme Heat Event",2008,2,4714.9,5274.9
"Arkansas",5029,"Extreme Heat Event",2010,2,8500.9,5389
"Arkansas",5029,"Extreme Heat Event",2013,1,3807.8,NA
"Arkansas",5029,"Extreme Heat Event",2015,4,7032,4585.5
"Arkansas",5029,"Extreme Heat Event",2016,7,28397.9,23778.6
"Arkansas",5029,"Extreme Heat Event",2017,2,97511,25692.9
"Arkansas",5029,"Extreme Heat Event",2019,1,72848.5,NA
"Arkansas",5029,"Extreme Heat Event",2020,1,17156.5,NA
"Arkansas",5029,"Extreme Heat Event",2021,3,76187.7,47842.6
"Arkansas",5029,"Extreme Heat Event",2022,2,7353.3,3026.6
"Arkansas",5031,"Extreme Cold Event",2009,4,240749.8,46906.9
"Arkansas",5031,"Extreme Cold Event",2010,10,224030,87164.6
"Arkansas",5031,"Extreme Cold Event",2011,3,133509.7,103889
"Arkansas",5031,"Extreme Cold Event",2013,1,273516.5,NA
"Arkansas",5031,"Extreme Cold Event",2014,14,211246.2,44573.1
"Arkansas",5031,"Extreme Cold Event",2015,7,245578,66206.6
"Arkansas",5031,"Extreme Cold Event",2016,1,273516.5,NA
"Arkansas",5031,"Extreme Cold Event",2017,4,281372.4,0
"Arkansas",5031,"Extreme Cold Event",2018,8,222374,96952.6
"Arkansas",5031,"Extreme Cold Event",2019,6,138534.5,95797.6
"Arkansas",5031,"Extreme Cold Event",2021,7,242270.9,103452.8
"Arkansas",5031,"Extreme Cold Event",2022,7,246553,43427.4
"Arkansas",5031,"Extreme Heat Event",2008,1,194169.3,NA
"Arkansas",5031,"Extreme Heat Event",2010,2,261027.1,12395.7
"Arkansas",5031,"Extreme Heat Event",2015,5,208880.1,73462.2
"Arkansas",5031,"Extreme Heat Event",2016,1,230165.3,NA
"Arkansas",5031,"Extreme Heat Event",2017,8,173283.8,38727.7
"Arkansas",5031,"Extreme Heat Event",2018,11,97034.1,39217.7
"Arkansas",5031,"Extreme Heat Event",2019,2,104054.8,146773.2
"Arkansas",5031,"Extreme Heat Event",2021,5,162546.3,59675.6
"Arkansas",5031,"Extreme Heat Event",2022,2,107159.9,147256.8
"Arkansas",5033,"Extreme Cold Event",2008,1,237708.6,NA
"Arkansas",5033,"Extreme Cold Event",2009,2,219912.3,0
"Arkansas",5033,"Extreme Cold Event",2010,4,237708.6,0
"Arkansas",5033,"Extreme Cold Event",2011,5,204760.3,73674.7
"Arkansas",5033,"Extreme Cold Event",2013,3,217234.9,35461.5
"Arkansas",5033,"Extreme Cold Event",2014,6,166116.5,105912.3
"Arkansas",5033,"Extreme Cold Event",2015,2,237708.6,0
"Arkansas",5033,"Extreme Cold Event",2016,1,237708.6,NA
"Arkansas",5033,"Extreme Cold Event",2017,11,150364.1,43184.3
"Arkansas",5033,"Extreme Cold Event",2018,6,232283.2,13289.4
"Arkansas",5033,"Extreme Cold Event",2019,2,217782.6,28179.6
"Arkansas",5033,"Extreme Cold Event",2021,7,203828.7,89637.8
"Arkansas",5033,"Extreme Cold Event",2022,6,198463.6,96130.2
"Arkansas",5033,"Extreme Heat Event",2010,2,51449.3,59237.4
"Arkansas",5033,"Extreme Heat Event",2013,1,232.2,NA
"Arkansas",5033,"Extreme Heat Event",2015,4,82914.4,83391.1
"Arkansas",5033,"Extreme Heat Event",2016,3,92913.4,125413.5
"Arkansas",5033,"Extreme Heat Event",2017,5,60274.9,34720
"Arkansas",5033,"Extreme Heat Event",2018,1,29469.8,NA
"Arkansas",5033,"Extreme Heat Event",2019,10,89234.7,103894.8
"Arkansas",5033,"Extreme Heat Event",2020,1,221648.2,NA
"Arkansas",5033,"Extreme Heat Event",2021,7,178643.4,85020.6
"Arkansas",5033,"Extreme Heat Event",2022,2,107910.4,119882.7
"Arkansas",5035,"Extreme Cold Event",2009,4,128118,141325.1
"Arkansas",5035,"Extreme Cold Event",2010,9,193967.1,108303.5
"Arkansas",5035,"Extreme Cold Event",2011,2,102603,118044.1
"Arkansas",5035,"Extreme Cold Event",2013,1,19133.2,NA
"Arkansas",5035,"Extreme Cold Event",2014,15,74624.5,110228.9
"Arkansas",5035,"Extreme Cold Event",2015,7,129339.1,100502.7
"Arkansas",5035,"Extreme Cold Event",2017,5,208771.8,93327.4
"Arkansas",5035,"Extreme Cold Event",2018,8,250509.1,0
"Arkansas",5035,"Extreme Cold Event",2019,6,62894.8,99957.5
"Arkansas",5035,"Extreme Cold Event",2021,7,249598.2,2410.1
"Arkansas",5035,"Extreme Cold Event",2022,8,132630,126570.8
"Arkansas",5035,"Extreme Heat Event",2010,10,165166.6,112075.5
"Arkansas",5035,"Extreme Heat Event",2011,3,83069.5,140578.1
"Arkansas",5035,"Extreme Heat Event",2014,1,21100,NA
"Arkansas",5035,"Extreme Heat Event",2015,7,56390.7,59066
"Arkansas",5035,"Extreme Heat Event",2017,3,151563,84308.6
"Arkansas",5035,"Extreme Heat Event",2018,3,92069.6,58762.2
"Arkansas",5035,"Extreme Heat Event",2019,11,144458.2,70028.8
"Arkansas",5035,"Extreme Heat Event",2021,4,109411.8,124429.5
"Arkansas",5035,"Extreme Heat Event",2022,2,195811.5,35336.3
"Arkansas",5037,"Extreme Cold Event",2009,2,242398.1,0
"Arkansas",5037,"Extreme Cold Event",2010,8,178833.3,88141.6
"Arkansas",5037,"Extreme Cold Event",2011,4,116609.9,82152.6
"Arkansas",5037,"Extreme Cold Event",2013,2,159920.1,106181.7
"Arkansas",5037,"Extreme Cold Event",2014,5,180374.4,81609.4
"Arkansas",5037,"Extreme Cold Event",2015,5,238022.3,3994.5
"Arkansas",5037,"Extreme Cold Event",2016,1,99241.6,NA
"Arkansas",5037,"Extreme Cold Event",2017,4,241963.5,869.2
"Arkansas",5037,"Extreme Cold Event",2018,8,223391.4,53479.8
"Arkansas",5037,"Extreme Cold Event",2019,1,91037,NA
"Arkansas",5037,"Extreme Cold Event",2021,7,242299.2,261.6
"Arkansas",5037,"Extreme Cold Event",2022,6,162580.9,123652.3
"Arkansas",5037,"Extreme Heat Event",2010,7,79737.5,70114.9
"Arkansas",5037,"Extreme Heat Event",2011,1,48809,NA
"Arkansas",5037,"Extreme Heat Event",2015,4,165184.1,106970.1
"Arkansas",5037,"Extreme Heat Event",2017,2,41892.6,20828
"Arkansas",5037,"Extreme Heat Event",2018,1,13327.9,NA
"Arkansas",5037,"Extreme Heat Event",2019,7,28677.4,31814.4
"Arkansas",5037,"Extreme Heat Event",2021,2,91705.5,115184.9
"Arkansas",5037,"Extreme Heat Event",2022,2,22022.2,20032
"Arkansas",5039,"Extreme Cold Event",2009,2,110505.6,0
"Arkansas",5039,"Extreme Cold Event",2010,5,138011.6,115721.1
"Arkansas",5039,"Extreme Cold Event",2011,2,127145.2,22616.3
"Arkansas",5039,"Extreme Cold Event",2012,1,242907.6,NA
"Arkansas",5039,"Extreme Cold Event",2014,4,129065.4,99899.1
"Arkansas",5039,"Extreme Cold Event",2015,2,252117.4,0
"Arkansas",5039,"Extreme Cold Event",2016,1,252117.4,NA
"Arkansas",5039,"Extreme Cold Event",2017,3,252117.4,0
"Arkansas",5039,"Extreme Cold Event",2018,6,252117.4,0
"Arkansas",5039,"Extreme Cold Event",2019,1,111153.1,NA
"Arkansas",5039,"Extreme Cold Event",2021,8,248144.4,11237.5
"Arkansas",5039,"Extreme Cold Event",2022,6,215586.3,89407.4
"Arkansas",5041,"Extreme Cold Event",2009,2,305684.6,0
"Arkansas",5041,"Extreme Cold Event",2010,7,219082.3,147901.7
"Arkansas",5041,"Extreme Cold Event",2011,2,5400.8,3994.2
"Arkansas",5041,"Extreme Cold Event",2014,6,245543.2,66150.3
"Arkansas",5041,"Extreme Cold Event",2015,3,263921.1,72336.4
"Arkansas",5041,"Extreme Cold Event",2016,1,102990.3,NA
"Arkansas",5041,"Extreme Cold Event",2017,5,255229.1,69089.1
"Arkansas",5041,"Extreme Cold Event",2018,8,305684.6,0
"Arkansas",5041,"Extreme Cold Event",2019,2,187905.5,11822.5
"Arkansas",5041,"Extreme Cold Event",2021,8,299888.6,13921.4
"Arkansas",5041,"Extreme Cold Event",2022,7,231969.2,120403.7
"Arkansas",5041,"Extreme Heat Event",2010,2,788.2,331.9
"Arkansas",5041,"Extreme Heat Event",2011,1,731.6,NA
"Arkansas",5041,"Extreme Heat Event",2015,1,1643.3,NA
"Arkansas",5041,"Extreme Heat Event",2016,5,18886.2,19917.2
"Arkansas",5041,"Extreme Heat Event",2019,2,181841.2,28221.2
"Arkansas",5041,"Extreme Heat Event",2021,10,3058.3,2386.3
"Arkansas",5041,"Extreme Heat Event",2022,2,138405.5,193016.5
"Arkansas",5043,"Extreme Cold Event",2009,2,312803.2,0
"Arkansas",5043,"Extreme Cold Event",2010,5,303710.4,20332.1
"Arkansas",5043,"Extreme Cold Event",2014,4,260761.3,104083.8
"Arkansas",5043,"Extreme Cold Event",2015,2,312803.2,0
"Arkansas",5043,"Extreme Cold Event",2017,3,312803.2,0
"Arkansas",5043,"Extreme Cold Event",2018,8,286529.4,62495.1
"Arkansas",5043,"Extreme Cold Event",2019,1,104635.7,NA
"Arkansas",5043,"Extreme Cold Event",2021,8,306035.5,12531.3
"Arkansas",5043,"Extreme Cold Event",2022,6,247509.8,101449.9
"Arkansas",5045,"Extreme Cold Event",2008,1,256583.5,NA
"Arkansas",5045,"Extreme Cold Event",2009,2,257820.9,0
"Arkansas",5045,"Extreme Cold Event",2010,7,152423,118279.6
"Arkansas",5045,"Extreme Cold Event",2011,3,30904.4,44581.7
"Arkansas",5045,"Extreme Cold Event",2013,2,200785.2,0
"Arkansas",5045,"Extreme Cold Event",2014,2,131493,178654.6
"Arkansas",5045,"Extreme Cold Event",2015,2,257820.9,0
"Arkansas",5045,"Extreme Cold Event",2016,3,256996,714.4
"Arkansas",5045,"Extreme Cold Event",2017,4,257820.9,0
"Arkansas",5045,"Extreme Cold Event",2018,7,257820.9,0
"Arkansas",5045,"Extreme Cold Event",2019,1,257820.9,NA
"Arkansas",5045,"Extreme Cold Event",2021,7,221101.5,97150.5
"Arkansas",5045,"Extreme Cold Event",2022,7,159319.5,125827.8
"Arkansas",5045,"Extreme Heat Event",2010,2,1879.6,1577.4
"Arkansas",5045,"Extreme Heat Event",2011,1,165.4,NA
"Arkansas",5045,"Extreme Heat Event",2016,7,20139.8,20230.8
"Arkansas",5045,"Extreme Heat Event",2017,4,44007,53846.6
"Arkansas",5045,"Extreme Heat Event",2019,3,55994.6,71973.4
"Arkansas",5045,"Extreme Heat Event",2021,2,62660.4,28587.5
"Arkansas",5045,"Extreme Heat Event",2022,1,633.5,NA
"Arkansas",5047,"Extreme Cold Event",2008,1,242953.5,NA
"Arkansas",5047,"Extreme Cold Event",2009,6,71403.5,77633.4
"Arkansas",5047,"Extreme Cold Event",2010,8,132122.4,118483.4
"Arkansas",5047,"Extreme Cold Event",2011,6,175550.1,106633.9
"Arkansas",5047,"Extreme Cold Event",2013,3,165279.7,96184.7
"Arkansas",5047,"Extreme Cold Event",2014,5,188417.6,87692.4
"Arkansas",5047,"Extreme Cold Event",2015,2,242953.5,0
"Arkansas",5047,"Extreme Cold Event",2016,1,242953.5,NA
"Arkansas",5047,"Extreme Cold Event",2017,11,166816.3,40672.6
"Arkansas",5047,"Extreme Cold Event",2018,6,242871.6,200.5
"Arkansas",5047,"Extreme Cold Event",2019,2,222615,28762.9
"Arkansas",5047,"Extreme Cold Event",2021,7,229272.2,23733
"Arkansas",5047,"Extreme Cold Event",2022,6,208274,84947.1
"Arkansas",5047,"Extreme Heat Event",2009,1,1769.2,NA
"Arkansas",5047,"Extreme Heat Event",2010,1,15384.5,NA
"Arkansas",5047,"Extreme Heat Event",2013,1,76196.7,NA
"Arkansas",5047,"Extreme Heat Event",2015,4,79625.6,90784.1
"Arkansas",5047,"Extreme Heat Event",2016,5,81381.3,91868
"Arkansas",5047,"Extreme Heat Event",2017,6,15419.4,12995.6
"Arkansas",5047,"Extreme Heat Event",2019,5,143074.4,123018.9
"Arkansas",5047,"Extreme Heat Event",2020,1,391.1,NA
"Arkansas",5047,"Extreme Heat Event",2021,6,165880.7,86288.2
"Arkansas",5047,"Extreme Heat Event",2022,2,106243.6,120397.7
"Arkansas",5049,"Extreme Cold Event",2008,1,59331.5,NA
"Arkansas",5049,"Extreme Cold Event",2009,4,131237.5,135290
"Arkansas",5049,"Extreme Cold Event",2010,9,199683.6,96967
"Arkansas",5049,"Extreme Cold Event",2011,3,180111.9,117647
"Arkansas",5049,"Extreme Cold Event",2013,1,248402.1,NA
"Arkansas",5049,"Extreme Cold Event",2014,2,248402.1,0
"Arkansas",5049,"Extreme Cold Event",2015,6,212350.5,39492.5
"Arkansas",5049,"Extreme Cold Event",2016,3,122355,109160
"Arkansas",5049,"Extreme Cold Event",2017,3,248402.1,0
"Arkansas",5049,"Extreme Cold Event",2018,6,248402.1,0
"Arkansas",5049,"Extreme Cold Event",2019,1,59331.5,NA
"Arkansas",5049,"Extreme Cold Event",2021,6,216890.3,77187.7
"Arkansas",5049,"Extreme Cold Event",2022,5,210588,84554.9
"Arkansas",5049,"Extreme Heat Event",2008,4,186491.4,65049.1
"Arkansas",5049,"Extreme Heat Event",2009,3,176986.9,91623.5
"Arkansas",5049,"Extreme Heat Event",2010,4,50061.3,38525
"Arkansas",5049,"Extreme Heat Event",2015,2,129735.8,145991.3
"Arkansas",5049,"Extreme Heat Event",2016,3,87596.4,68588.8
"Arkansas",5049,"Extreme Heat Event",2019,2,112240,129427.5
"Arkansas",5049,"Extreme Heat Event",2022,3,108571.5,64093.9
"Arkansas",5051,"Extreme Cold Event",2010,4,278549.6,5324.4
"Arkansas",5051,"Extreme Cold Event",2011,4,246424,62677.6
"Arkansas",5051,"Extreme Cold Event",2012,1,275040.1,NA
"Arkansas",5051,"Extreme Cold Event",2014,2,281211.8,0
"Arkansas",5051,"Extreme Cold Event",2015,2,281211.8,0
"Arkansas",5051,"Extreme Cold Event",2016,1,281211.8,NA
"Arkansas",5051,"Extreme Cold Event",2017,3,281211.8,0
"Arkansas",5051,"Extreme Cold Event",2018,7,274880.1,16752.1
"Arkansas",5051,"Extreme Cold Event",2019,1,281211.8,NA
"Arkansas",5051,"Extreme Cold Event",2021,8,281211.8,0
"Arkansas",5051,"Extreme Cold Event",2022,6,240010.5,95800
"Arkansas",5051,"Extreme Heat Event",2009,2,19150,4030.5
"Arkansas",5051,"Extreme Heat Event",2010,1,22200,NA
"Arkansas",5051,"Extreme Heat Event",2015,2,19750,6293.3
"Arkansas",5051,"Extreme Heat Event",2016,6,103235.7,119054.6
"Arkansas",5051,"Extreme Heat Event",2017,4,17107.1,19109.2
"Arkansas",5051,"Extreme Heat Event",2018,2,99717.8,108919.6
"Arkansas",5051,"Extreme Heat Event",2019,12,119048.8,103995.4
"Arkansas",5051,"Extreme Heat Event",2020,2,224775.3,44955.6
"Arkansas",5051,"Extreme Heat Event",2021,6,168611.1,98826.4
"Arkansas",5051,"Extreme Heat Event",2022,2,5867.7,5166.3
"Arkansas",5053,"Extreme Cold Event",2009,2,215185.7,0
"Arkansas",5053,"Extreme Cold Event",2010,5,151660.7,117815.8
"Arkansas",5053,"Extreme Cold Event",2011,2,152990.6,0
"Arkansas",5053,"Extreme Cold Event",2012,1,147030.1,NA
"Arkansas",5053,"Extreme Cold Event",2014,4,152320.9,107822
"Arkansas",5053,"Extreme Cold Event",2015,2,240774.1,0
"Arkansas",5053,"Extreme Cold Event",2016,1,240774.1,NA
"Arkansas",5053,"Extreme Cold Event",2017,4,198513.1,84522
"Arkansas",5053,"Extreme Cold Event",2018,7,236798,10519.7
"Arkansas",5053,"Extreme Cold Event",2019,1,227368.7,NA
"Arkansas",5053,"Extreme Cold Event",2021,8,240774.1,0
"Arkansas",5053,"Extreme Cold Event",2022,6,176422.1,99693.7
"Arkansas",5053,"Extreme Heat Event",2010,5,11503.4,21012.1
"Arkansas",5053,"Extreme Heat Event",2016,3,74222,4396.8
"Arkansas",5053,"Extreme Heat Event",2017,2,71859.2,1109.5
"Arkansas",5053,"Extreme Heat Event",2019,1,65023.1,NA
"Arkansas",5053,"Extreme Heat Event",2021,2,50074.3,64403.9
"Arkansas",5053,"Extreme Heat Event",2022,3,31490.4,29966
"Arkansas",5055,"Extreme Cold Event",2009,4,201154.8,33318.6
"Arkansas",5055,"Extreme Cold Event",2010,10,181034.8,83664.8
"Arkansas",5055,"Extreme Cold Event",2011,3,76821.5,132841.4
"Arkansas",5055,"Extreme Cold Event",2013,1,219462.1,NA
"Arkansas",5055,"Extreme Cold Event",2014,14,179471.4,33528.8
"Arkansas",5055,"Extreme Cold Event",2015,7,208195.1,38428.7
"Arkansas",5055,"Extreme Cold Event",2016,1,219462.1,NA
"Arkansas",5055,"Extreme Cold Event",2017,5,191454.4,86439.7
"Arkansas",5055,"Extreme Cold Event",2018,7,175582.8,95441.6
"Arkansas",5055,"Extreme Cold Event",2019,5,145205.7,60585.6
"Arkansas",5055,"Extreme Cold Event",2021,6,229829.9,939.7
"Arkansas",5055,"Extreme Cold Event",2022,7,205393.6,30955.9
"Arkansas",5055,"Extreme Heat Event",2008,2,32382.9,44759.6
"Arkansas",5055,"Extreme Heat Event",2010,3,142900.2,94692.8
"Arkansas",5055,"Extreme Heat Event",2011,2,6404.6,4241.7
"Arkansas",5055,"Extreme Heat Event",2015,4,66522.6,35788.4
"Arkansas",5055,"Extreme Heat Event",2016,2,75382.5,105062.1
"Arkansas",5055,"Extreme Heat Event",2017,7,35636.6,46366.5
"Arkansas",5055,"Extreme Heat Event",2018,4,11478.7,17563.8
"Arkansas",5055,"Extreme Heat Event",2019,3,59353.3,92865.1
"Arkansas",5055,"Extreme Heat Event",2021,5,54730.1,58213.2
"Arkansas",5055,"Extreme Heat Event",2022,2,92182.7,120479
"Arkansas",5057,"Extreme Cold Event",2008,1,19621.6,NA
"Arkansas",5057,"Extreme Cold Event",2010,5,223580.5,80537.5
"Arkansas",5057,"Extreme Cold Event",2011,5,242499.3,79919.5
"Arkansas",5057,"Extreme Cold Event",2012,1,259987.7,NA
"Arkansas",5057,"Extreme Cold Event",2014,3,191863,149610
"Arkansas",5057,"Extreme Cold Event",2015,2,238491.4,56213.6
"Arkansas",5057,"Extreme Cold Event",2016,1,278240.4,NA
"Arkansas",5057,"Extreme Cold Event",2017,3,278240.4,0
"Arkansas",5057,"Extreme Cold Event",2018,6,278240.4,0
"Arkansas",5057,"Extreme Cold Event",2021,8,245913.1,91435.6
"Arkansas",5057,"Extreme Cold Event",2022,7,202089.1,104014.5
"Arkansas",5057,"Extreme Heat Event",2016,4,23584.3,16167.4
"Arkansas",5057,"Extreme Heat Event",2017,1,671.1,NA
"Arkansas",5057,"Extreme Heat Event",2021,7,94863.2,19770.3
"Arkansas",5057,"Extreme Heat Event",2022,1,4661.6,NA
"Arkansas",5059,"Extreme Cold Event",2009,2,3700.3,0
"Arkansas",5059,"Extreme Cold Event",2010,4,212185.9,49323.1
"Arkansas",5059,"Extreme Cold Event",2011,3,203965.3,56953.4
"Arkansas",5059,"Extreme Cold Event",2012,1,236847.4,NA
"Arkansas",5059,"Extreme Cold Event",2014,3,159131.7,134607.5
"Arkansas",5059,"Extreme Cold Event",2015,2,236847.4,0
"Arkansas",5059,"Extreme Cold Event",2016,1,236847.4,NA
"Arkansas",5059,"Extreme Cold Event",2017,3,236847.4,0
"Arkansas",5059,"Extreme Cold Event",2018,7,217169.5,52062.9
"Arkansas",5059,"Extreme Cold Event",2019,1,236847.4,NA
"Arkansas",5059,"Extreme Cold Event",2021,8,236847.4,0
"Arkansas",5059,"Extreme Cold Event",2022,7,165032.5,96191.3
"Arkansas",5059,"Extreme Heat Event",2016,2,6769.8,8763.6
"Arkansas",5059,"Extreme Heat Event",2017,2,3083.1,588.1
"Arkansas",5059,"Extreme Heat Event",2018,1,1334.9,NA
"Arkansas",5059,"Extreme Heat Event",2019,5,3865.3,5767.2
"Arkansas",5059,"Extreme Heat Event",2020,1,2086.8,NA
"Arkansas",5059,"Extreme Heat Event",2021,2,29089.8,38258.4
"Arkansas",5061,"Extreme Cold Event",2008,1,125943.6,NA
"Arkansas",5061,"Extreme Cold Event",2010,5,223036.4,5565.2
"Arkansas",5061,"Extreme Cold Event",2011,5,207762.8,19322.1
"Arkansas",5061,"Extreme Cold Event",2012,1,12603.6,NA
"Arkansas",5061,"Extreme Cold Event",2014,2,225525.2,0
"Arkansas",5061,"Extreme Cold Event",2015,2,225525.2,0
"Arkansas",5061,"Extreme Cold Event",2016,1,225525.2,NA
"Arkansas",5061,"Extreme Cold Event",2017,11,87484.6,88658.2
"Arkansas",5061,"Extreme Cold Event",2018,6,225525.2,0
"Arkansas",5061,"Extreme Cold Event",2019,1,221691.4,NA
"Arkansas",5061,"Extreme Cold Event",2021,8,211665.5,21512.6
"Arkansas",5061,"Extreme Cold Event",2022,7,208495.3,37129.5
"Arkansas",5061,"Extreme Heat Event",2016,4,137635.8,91971.6
"Arkansas",5061,"Extreme Heat Event",2017,4,6131,1916.5
"Arkansas",5061,"Extreme Heat Event",2018,2,18615.1,12651.1
"Arkansas",5061,"Extreme Heat Event",2019,6,37204.9,57577.3
"Arkansas",5061,"Extreme Heat Event",2020,1,133045.2,NA
"Arkansas",5061,"Extreme Heat Event",2021,7,29277.7,44043.6
"Arkansas",5061,"Extreme Heat Event",2022,2,15786.9,19234.9
"Arkansas",5063,"Extreme Cold Event",2008,1,126784,NA
"Arkansas",5063,"Extreme Cold Event",2009,2,303986.6,0
"Arkansas",5063,"Extreme Cold Event",2010,7,303986.6,0
"Arkansas",5063,"Extreme Cold Event",2011,3,303048.5,1624.8
"Arkansas",5063,"Extreme Cold Event",2013,2,264977.3,55167.5
"Arkansas",5063,"Extreme Cold Event",2014,3,219077.4,147067
"Arkansas",5063,"Extreme Cold Event",2015,5,230626.6,66968.2
"Arkansas",5063,"Extreme Cold Event",2016,3,185851.5,102308
"Arkansas",5063,"Extreme Cold Event",2017,4,266080,57918
"Arkansas",5063,"Extreme Cold Event",2018,6,303986.6,0
"Arkansas",5063,"Extreme Cold Event",2019,1,126784,NA
"Arkansas",5063,"Extreme Cold Event",2021,6,303986.6,0
"Arkansas",5063,"Extreme Cold Event",2022,4,303986.6,0
"Arkansas",5063,"Extreme Heat Event",2008,3,51605.7,59575.5
"Arkansas",5063,"Extreme Heat Event",2009,2,34400,13435
"Arkansas",5063,"Extreme Heat Event",2010,3,38633.3,36111.8
"Arkansas",5063,"Extreme Heat Event",2015,8,79603.4,56955.7
"Arkansas",5063,"Extreme Heat Event",2016,3,61556.7,56771.6
"Arkansas",5063,"Extreme Heat Event",2017,2,43750,24819.4
"Arkansas",5063,"Extreme Heat Event",2019,3,47452.1,36953.9
"Arkansas",5063,"Extreme Heat Event",2021,4,53700,20378.1
"Arkansas",5063,"Extreme Heat Event",2022,4,35275,9466.2
"Arkansas",5065,"Extreme Cold Event",2008,1,173890.8,NA
"Arkansas",5065,"Extreme Cold Event",2009,2,232100.9,0
"Arkansas",5065,"Extreme Cold Event",2010,7,232100.9,0
"Arkansas",5065,"Extreme Cold Event",2011,3,173731.1,101099.5
"Arkansas",5065,"Extreme Cold Event",2013,1,232100.9,NA
"Arkansas",5065,"Extreme Cold Event",2014,2,232100.9,0
