"STATE_NAME","GEOID","event_type","year_numerical","total_event_days","average_impacted_area_hectare","sd_impacted_area_hectare"
"Minnesota",27075,"Extreme Heat Event",2016,3,339384.2,410201
"Minnesota",27075,"Extreme Heat Event",2017,1,43755.4,NA
"Minnesota",27075,"Extreme Heat Event",2018,6,99606.5,73032.9
"Minnesota",27075,"Extreme Heat Event",2020,4,392071.7,294022.7
"Minnesota",27075,"Extreme Heat Event",2021,2,88457.6,62753.7
"Minnesota",27075,"Extreme Heat Event",2022,6,160817.7,152249.2
"Minnesota",27077,"Extreme Cold Event",2008,4,808662.1,491757.1
"Minnesota",27077,"Extreme Cold Event",2009,3,1054540.7,0
"Minnesota",27077,"Extreme Cold Event",2010,4,842943.3,423194.8
"Minnesota",27077,"Extreme Cold Event",2012,2,904895,0
"Minnesota",27077,"Extreme Cold Event",2013,6,1013469.1,63627.8
"Minnesota",27077,"Extreme Cold Event",2014,3,1054540.7,0
"Minnesota",27077,"Extreme Cold Event",2015,2,979717.8,105815.5
"Minnesota",27077,"Extreme Cold Event",2016,2,529060.2,743141.6
"Minnesota",27077,"Extreme Cold Event",2017,7,908334.3,386825.8
"Minnesota",27077,"Extreme Cold Event",2018,3,385554.3,579703.1
"Minnesota",27077,"Extreme Cold Event",2019,8,948742,299243.9
"Minnesota",27077,"Extreme Cold Event",2021,12,1029599.8,58249.5
"Minnesota",27077,"Extreme Cold Event",2022,7,733975,479315
"Minnesota",27077,"Extreme Heat Event",2009,1,479977.1,NA
"Minnesota",27077,"Extreme Heat Event",2010,5,251752.6,347302.6
"Minnesota",27077,"Extreme Heat Event",2011,5,876672.5,397725.4
"Minnesota",27077,"Extreme Heat Event",2012,2,1054540.7,0
"Minnesota",27077,"Extreme Heat Event",2013,11,555225.8,421526.8
"Minnesota",27077,"Extreme Heat Event",2015,4,247110.5,98483
"Minnesota",27077,"Extreme Heat Event",2017,2,115041.6,19773.8
"Minnesota",27077,"Extreme Heat Event",2018,2,530286.4,596157.8
"Minnesota",27077,"Extreme Heat Event",2019,1,38435.4,NA
"Minnesota",27077,"Extreme Heat Event",2020,9,492980.5,478512.8
"Minnesota",27077,"Extreme Heat Event",2021,7,430473.9,342235.4
"Minnesota",27077,"Extreme Heat Event",2022,6,358257.2,411677
"Minnesota",27079,"Extreme Cold Event",2008,3,142509,121119.1
"Minnesota",27079,"Extreme Cold Event",2009,2,240237.8,0
"Minnesota",27079,"Extreme Cold Event",2010,6,174116,76271.6
"Minnesota",27079,"Extreme Cold Event",2011,1,240237.8,NA
"Minnesota",27079,"Extreme Cold Event",2013,3,169051.1,21663.2
"Minnesota",27079,"Extreme Cold Event",2014,2,240237.8,0
"Minnesota",27079,"Extreme Cold Event",2015,4,240237.8,0
"Minnesota",27079,"Extreme Cold Event",2016,5,218987.2,29362.3
"Minnesota",27079,"Extreme Cold Event",2017,4,226465.4,22810.8
"Minnesota",27079,"Extreme Cold Event",2018,3,236772.3,6002.4
"Minnesota",27079,"Extreme Cold Event",2019,5,209449.3,68845.1
"Minnesota",27079,"Extreme Cold Event",2021,9,231722.6,25545.7
"Minnesota",27079,"Extreme Cold Event",2022,5,240237.8,0
"Minnesota",27079,"Extreme Heat Event",2009,2,7323.5,666.6
"Minnesota",27079,"Extreme Heat Event",2010,4,79018.6,38784.3
"Minnesota",27079,"Extreme Heat Event",2011,5,240237.8,0
"Minnesota",27079,"Extreme Heat Event",2012,6,190952,67773.5
"Minnesota",27079,"Extreme Heat Event",2013,6,216893.8,57180.8
"Minnesota",27079,"Extreme Heat Event",2015,3,197184.4,74029.7
"Minnesota",27079,"Extreme Heat Event",2016,4,173630.9,115254.6
"Minnesota",27079,"Extreme Heat Event",2018,1,127830.3,NA
"Minnesota",27079,"Extreme Heat Event",2019,2,85383,118409.1
"Minnesota",27079,"Extreme Heat Event",2020,6,110946.3,70350.3
"Minnesota",27079,"Extreme Heat Event",2022,1,96034.3,NA
"Minnesota",27081,"Extreme Cold Event",2008,3,277578.6,1508.2
"Minnesota",27081,"Extreme Cold Event",2009,6,275491.4,3240.3
"Minnesota",27081,"Extreme Cold Event",2010,6,207514.3,116222.2
"Minnesota",27081,"Extreme Cold Event",2011,1,81636,NA
"Minnesota",27081,"Extreme Cold Event",2013,3,260388.2,31282.9
"Minnesota",27081,"Extreme Cold Event",2014,2,251357.6,38313.6
"Minnesota",27081,"Extreme Cold Event",2015,4,264903.5,27091.8
"Minnesota",27081,"Extreme Cold Event",2016,3,220028.2,89108.7
"Minnesota",27081,"Extreme Cold Event",2017,5,264756.8,23464.5
"Minnesota",27081,"Extreme Cold Event",2018,3,278449.4,0
"Minnesota",27081,"Extreme Cold Event",2019,7,244073.5,48033.7
"Minnesota",27081,"Extreme Cold Event",2020,1,224265.8,NA
"Minnesota",27081,"Extreme Cold Event",2021,8,246138.2,83703.3
"Minnesota",27081,"Extreme Cold Event",2022,7,269790,22910.7
"Minnesota",27081,"Extreme Heat Event",2010,3,166708.1,96024.5
"Minnesota",27081,"Extreme Heat Event",2011,9,174436.3,128665.6
"Minnesota",27081,"Extreme Heat Event",2012,4,274070.9,8757
"Minnesota",27081,"Extreme Heat Event",2013,5,276999.8,3128
"Minnesota",27081,"Extreme Heat Event",2016,4,257287.8,42323.2
"Minnesota",27081,"Extreme Heat Event",2018,5,76807,112524.8
"Minnesota",27081,"Extreme Heat Event",2019,6,158101.6,131967.8
"Minnesota",27081,"Extreme Heat Event",2020,4,131116,139543.5
"Minnesota",27083,"Extreme Cold Event",2008,3,236018.6,138904.9
"Minnesota",27083,"Extreme Cold Event",2009,6,331512,38132.5
"Minnesota",27083,"Extreme Cold Event",2010,5,347695.8,30269.8
"Minnesota",27083,"Extreme Cold Event",2011,1,336825.8,NA
"Minnesota",27083,"Extreme Cold Event",2013,3,298886.7,116801.4
"Minnesota",27083,"Extreme Cold Event",2014,3,218866,129088.4
"Minnesota",27083,"Extreme Cold Event",2015,4,315745.5,101153
"Minnesota",27083,"Extreme Cold Event",2016,3,206736.3,143091.1
"Minnesota",27083,"Extreme Cold Event",2017,5,285399.6,110807.5
"Minnesota",27083,"Extreme Cold Event",2018,3,366322,0
"Minnesota",27083,"Extreme Cold Event",2019,7,282676.2,86914
"Minnesota",27083,"Extreme Cold Event",2020,1,164016.1,NA
"Minnesota",27083,"Extreme Cold Event",2021,9,288492.6,130480.9
"Minnesota",27083,"Extreme Cold Event",2022,7,366322,0
"Minnesota",27083,"Extreme Heat Event",2008,2,39664.9,1619.5
"Minnesota",27083,"Extreme Heat Event",2010,3,188525.9,16768.8
"Minnesota",27083,"Extreme Heat Event",2011,8,297794.4,81832.3
"Minnesota",27083,"Extreme Heat Event",2012,5,309437.6,127197.4
"Minnesota",27083,"Extreme Heat Event",2013,5,366120.5,450.7
"Minnesota",27083,"Extreme Heat Event",2015,4,26383.1,28348.9
"Minnesota",27083,"Extreme Heat Event",2016,4,356604.1,19435.8
"Minnesota",27083,"Extreme Heat Event",2018,2,122598.4,171945.5
"Minnesota",27083,"Extreme Heat Event",2019,8,156342.5,147727.9
"Minnesota",27083,"Extreme Heat Event",2020,5,192965.8,170788.4
"Minnesota",27083,"Extreme Heat Event",2021,2,192285,16237.1
"Minnesota",27085,"Extreme Cold Event",2008,3,235380.4,43080.1
"Minnesota",27085,"Extreme Cold Event",2009,2,260252.7,0
"Minnesota",27085,"Extreme Cold Event",2010,4,260252.7,0
"Minnesota",27085,"Extreme Cold Event",2011,1,260252.7,NA
"Minnesota",27085,"Extreme Cold Event",2013,2,216498.4,24828.1
"Minnesota",27085,"Extreme Cold Event",2014,3,235380.4,43080.1
"Minnesota",27085,"Extreme Cold Event",2015,4,131479.4,148694.7
"Minnesota",27085,"Extreme Cold Event",2016,4,219945.3,80614.8
"Minnesota",27085,"Extreme Cold Event",2017,4,200292.2,119921.1
"Minnesota",27085,"Extreme Cold Event",2018,2,260252.7,0
"Minnesota",27085,"Extreme Cold Event",2019,4,195757.6,128990.2
"Minnesota",27085,"Extreme Cold Event",2021,9,251852.8,25199.8
"Minnesota",27085,"Extreme Cold Event",2022,8,234127.1,49898.5
"Minnesota",27085,"Extreme Heat Event",2010,1,60041.3,NA
"Minnesota",27085,"Extreme Heat Event",2011,5,260252.7,0
"Minnesota",27085,"Extreme Heat Event",2012,5,228055.7,71994.6
"Minnesota",27085,"Extreme Heat Event",2013,6,215959.9,76540.4
"Minnesota",27085,"Extreme Heat Event",2015,4,200185.1,106521
"Minnesota",27085,"Extreme Heat Event",2016,5,173514.6,118826.3
"Minnesota",27085,"Extreme Heat Event",2017,1,39849.3,NA
"Minnesota",27085,"Extreme Heat Event",2018,3,255044.8,9017
"Minnesota",27085,"Extreme Heat Event",2019,7,138311.6,112427.3
"Minnesota",27085,"Extreme Heat Event",2020,4,138226.9,27608
"Minnesota",27085,"Extreme Heat Event",2021,1,87031.4,NA
"Minnesota",27087,"Extreme Cold Event",2008,5,256989.7,98095.6
"Minnesota",27087,"Extreme Cold Event",2009,3,328406.7,0
"Minnesota",27087,"Extreme Cold Event",2010,2,319358.3,12796.4
"Minnesota",27087,"Extreme Cold Event",2013,3,229420.2,171449.6
"Minnesota",27087,"Extreme Cold Event",2014,3,310336.2,31299.1
"Minnesota",27087,"Extreme Cold Event",2015,1,328406.7,NA
"Minnesota",27087,"Extreme Cold Event",2016,5,297802.9,48264.2
"Minnesota",27087,"Extreme Cold Event",2017,4,323882.5,9048.4
"Minnesota",27087,"Extreme Cold Event",2018,2,328406.7,0
"Minnesota",27087,"Extreme Cold Event",2019,6,295795.7,43447.9
"Minnesota",27087,"Extreme Cold Event",2020,1,218035,NA
"Minnesota",27087,"Extreme Cold Event",2021,10,328406.7,0
"Minnesota",27087,"Extreme Cold Event",2022,9,328399.8,20.8
"Minnesota",27087,"Extreme Heat Event",2009,3,160818.1,30751.1
"Minnesota",27087,"Extreme Heat Event",2010,3,112595.1,68960.6
"Minnesota",27087,"Extreme Heat Event",2011,4,328406.7,0
"Minnesota",27087,"Extreme Heat Event",2012,3,328406.7,0
"Minnesota",27087,"Extreme Heat Event",2013,6,282271.1,113008.7
"Minnesota",27087,"Extreme Heat Event",2015,6,215894.2,117995.3
"Minnesota",27087,"Extreme Heat Event",2016,1,328406.7,NA
"Minnesota",27087,"Extreme Heat Event",2019,1,328406.7,NA
"Minnesota",27087,"Extreme Heat Event",2020,4,328406.7,0
"Minnesota",27087,"Extreme Heat Event",2021,2,53052,33652.3
"Minnesota",27087,"Extreme Heat Event",2022,2,325418,4226.7
"Minnesota",27089,"Extreme Cold Event",2008,6,805463.6,352507.2
"Minnesota",27089,"Extreme Cold Event",2009,6,802722.2,308421.3
"Minnesota",27089,"Extreme Cold Event",2010,3,553628.2,502350.1
"Minnesota",27089,"Extreme Cold Event",2011,2,538117.6,0
"Minnesota",27089,"Extreme Cold Event",2012,1,754710.8,NA
"Minnesota",27089,"Extreme Cold Event",2013,6,840582.8,285380.8
"Minnesota",27089,"Extreme Cold Event",2014,3,1031652.3,53702.9
"Minnesota",27089,"Extreme Cold Event",2015,2,908684.2,217751.3
"Minnesota",27089,"Extreme Cold Event",2016,4,348308,226325.8
"Minnesota",27089,"Extreme Cold Event",2017,7,504884.6,415532.3
"Minnesota",27089,"Extreme Cold Event",2018,2,1021137.9,58717.8
"Minnesota",27089,"Extreme Cold Event",2019,7,609522.4,450392.4
"Minnesota",27089,"Extreme Cold Event",2021,12,905629.2,282578.7
"Minnesota",27089,"Extreme Cold Event",2022,9,983227.8,143120.3
"Minnesota",27089,"Extreme Heat Event",2009,2,214436,298681.6
"Minnesota",27089,"Extreme Heat Event",2010,2,224830.8,296810.8
"Minnesota",27089,"Extreme Heat Event",2011,5,549332.8,302954.1
"Minnesota",27089,"Extreme Heat Event",2012,2,517624.2,213026.8
"Minnesota",27089,"Extreme Heat Event",2013,5,188786.6,262957.5
"Minnesota",27089,"Extreme Heat Event",2015,4,89371.3,116600.4
"Minnesota",27089,"Extreme Heat Event",2019,1,97349.8,NA
"Minnesota",27089,"Extreme Heat Event",2020,7,571258.3,205881.1
"Minnesota",27089,"Extreme Heat Event",2021,4,86754.9,158422.9
"Minnesota",27089,"Extreme Heat Event",2022,6,272524.6,305755.1
"Minnesota",27091,"Extreme Cold Event",2008,4,133490.8,151895.6
"Minnesota",27091,"Extreme Cold Event",2009,2,361334.3,0
"Minnesota",27091,"Extreme Cold Event",2010,5,300576,135859.6
"Minnesota",27091,"Extreme Cold Event",2011,1,39703,NA
"Minnesota",27091,"Extreme Cold Event",2013,2,163682,191751.8
"Minnesota",27091,"Extreme Cold Event",2014,1,361334.3,NA
"Minnesota",27091,"Extreme Cold Event",2015,4,278024,166620.6
"Minnesota",27091,"Extreme Cold Event",2016,5,296951.5,143806.3
"Minnesota",27091,"Extreme Cold Event",2017,3,361334.3,0
"Minnesota",27091,"Extreme Cold Event",2018,3,361334.3,0
"Minnesota",27091,"Extreme Cold Event",2019,4,280926.5,160815.6
"Minnesota",27091,"Extreme Cold Event",2021,8,321130.4,113713.8
"Minnesota",27091,"Extreme Cold Event",2022,6,361189.7,354.3
"Minnesota",27091,"Extreme Heat Event",2008,6,8915.8,5678.8
"Minnesota",27091,"Extreme Heat Event",2009,4,19660.6,1436.3
"Minnesota",27091,"Extreme Heat Event",2010,12,99876.3,148345.3
"Minnesota",27091,"Extreme Heat Event",2011,8,274615.5,142312.7
"Minnesota",27091,"Extreme Heat Event",2012,6,301789.2,92276.7
"Minnesota",27091,"Extreme Heat Event",2013,5,327368.8,75949.2
"Minnesota",27091,"Extreme Heat Event",2015,3,40746.8,64885.1
"Minnesota",27091,"Extreme Heat Event",2016,4,114879.9,54537
"Minnesota",27091,"Extreme Heat Event",2019,3,294867.8,62749.7
"Minnesota",27091,"Extreme Heat Event",2020,2,177176.5,59016.1
"Minnesota",27091,"Extreme Heat Event",2021,2,197683,28793.3
"Minnesota",27091,"Extreme Heat Event",2022,4,147334.1,31124.3
"Minnesota",27093,"Extreme Cold Event",2008,3,257123.5,135403.3
"Minnesota",27093,"Extreme Cold Event",2009,3,227944.1,185943.4
"Minnesota",27093,"Extreme Cold Event",2010,4,309225.1,41617
"Minnesota",27093,"Extreme Cold Event",2011,2,174266.8,227733.3
"Minnesota",27093,"Extreme Cold Event",2013,6,59968.3,74443.5
"Minnesota",27093,"Extreme Cold Event",2014,3,257123.5,135403.3
"Minnesota",27093,"Extreme Cold Event",2015,2,335298.6,0
"Minnesota",27093,"Extreme Cold Event",2016,3,331020.2,7410.3
"Minnesota",27093,"Extreme Cold Event",2017,4,329671.5,11254.2
"Minnesota",27093,"Extreme Cold Event",2018,2,335298.6,0
"Minnesota",27093,"Extreme Cold Event",2019,4,296682,77233.2
"Minnesota",27093,"Extreme Cold Event",2021,9,305945.6,58692.1
"Minnesota",27093,"Extreme Cold Event",2022,8,271630,118382.2
"Minnesota",27093,"Extreme Heat Event",2010,2,45015.8,61354.6
"Minnesota",27093,"Extreme Heat Event",2011,5,320348.5,28377.4
"Minnesota",27093,"Extreme Heat Event",2012,6,191135.4,146064.2
"Minnesota",27093,"Extreme Heat Event",2013,6,267035.2,132203.8
"Minnesota",27093,"Extreme Heat Event",2015,3,180013.4,159177.5
"Minnesota",27093,"Extreme Heat Event",2016,3,285622.8,29285.6
"Minnesota",27093,"Extreme Heat Event",2018,3,194585.2,168449.2
"Minnesota",27093,"Extreme Heat Event",2019,6,129407,95788.8
"Minnesota",27093,"Extreme Heat Event",2020,4,296496,48440.5
"Minnesota",27093,"Extreme Heat Event",2021,1,3217.3,NA
"Minnesota",27095,"Extreme Cold Event",2008,2,153719.4,206576.4
"Minnesota",27095,"Extreme Cold Event",2009,2,364993.6,0
"Minnesota",27095,"Extreme Cold Event",2010,3,364993.6,0
"Minnesota",27095,"Extreme Cold Event",2011,1,71584.2,NA
"Minnesota",27095,"Extreme Cold Event",2012,2,109646.5,0
"Minnesota",27095,"Extreme Cold Event",2013,6,194762.2,131860.7
"Minnesota",27095,"Extreme Cold Event",2014,5,261140.1,144198.8
"Minnesota",27095,"Extreme Cold Event",2015,2,257669.2,151779.6
"Minnesota",27095,"Extreme Cold Event",2016,3,364993.6,0
"Minnesota",27095,"Extreme Cold Event",2017,6,303778.4,98520.4
"Minnesota",27095,"Extreme Cold Event",2018,3,364993.6,0
"Minnesota",27095,"Extreme Cold Event",2019,9,255186.5,107692.4
"Minnesota",27095,"Extreme Cold Event",2020,1,124594.9,NA
"Minnesota",27095,"Extreme Cold Event",2021,12,285179.4,119367.3
"Minnesota",27095,"Extreme Cold Event",2022,7,284059.3,121372.9
"Minnesota",27095,"Extreme Heat Event",2010,2,1862.4,876.2
"Minnesota",27095,"Extreme Heat Event",2011,5,364922.3,98.8
"Minnesota",27095,"Extreme Heat Event",2012,3,358529.8,11195.7
"Minnesota",27095,"Extreme Heat Event",2013,5,305063.2,131286.7
"Minnesota",27095,"Extreme Heat Event",2015,1,346283.1,NA
"Minnesota",27095,"Extreme Heat Event",2016,3,139560.3,116891.8
"Minnesota",27095,"Extreme Heat Event",2018,2,186517.9,125608.8
"Minnesota",27095,"Extreme Heat Event",2019,2,57578.1,21877.9
"Minnesota",27095,"Extreme Heat Event",2020,7,273979.5,94369.5
"Minnesota",27095,"Extreme Heat Event",2021,3,170084.9,135160.1
"Minnesota",27095,"Extreme Heat Event",2022,2,65031.8,18395
"Minnesota",27097,"Extreme Cold Event",2008,5,339901.1,244578.1
"Minnesota",27097,"Extreme Cold Event",2009,4,487158.9,169920.3
"Minnesota",27097,"Extreme Cold Event",2010,3,619277.7,0
"Minnesota",27097,"Extreme Cold Event",2011,2,355040,129603.8
"Minnesota",27097,"Extreme Cold Event",2013,7,395251.6,166734
"Minnesota",27097,"Extreme Cold Event",2014,4,464539.2,309476.9
"Minnesota",27097,"Extreme Cold Event",2015,2,596709.4,24709.2
"Minnesota",27097,"Extreme Cold Event",2016,3,619277.7,0
"Minnesota",27097,"Extreme Cold Event",2017,5,619277.7,0
"Minnesota",27097,"Extreme Cold Event",2018,3,496393.9,212841
"Minnesota",27097,"Extreme Cold Event",2019,6,410021,297341.2
"Minnesota",27097,"Extreme Cold Event",2020,1,619277.7,NA
"Minnesota",27097,"Extreme Cold Event",2021,10,553903.7,128855.5
"Minnesota",27097,"Extreme Cold Event",2022,6,619277.7,0
"Minnesota",27097,"Extreme Heat Event",2009,5,2294.7,1432.8
"Minnesota",27097,"Extreme Heat Event",2010,5,2442.8,1525.5
"Minnesota",27097,"Extreme Heat Event",2011,5,418790.8,196246.5
"Minnesota",27097,"Extreme Heat Event",2012,3,342419.1,262567.7
"Minnesota",27097,"Extreme Heat Event",2013,5,38783.2,21626.9
"Minnesota",27097,"Extreme Heat Event",2014,4,64990.4,22765.9
"Minnesota",27097,"Extreme Heat Event",2015,3,272507.9,288943.5
"Minnesota",27097,"Extreme Heat Event",2016,1,577934.6,NA
"Minnesota",27097,"Extreme Heat Event",2018,4,200630.5,256458.8
"Minnesota",27097,"Extreme Heat Event",2019,2,87667,42521.1
"Minnesota",27097,"Extreme Heat Event",2020,9,422086.5,242195.2
"Minnesota",27097,"Extreme Heat Event",2021,4,202496.6,142675
"Minnesota",27097,"Extreme Heat Event",2022,2,194765.5,151025.6
"Minnesota",27099,"Extreme Cold Event",2008,2,195284.4,222215.7
"Minnesota",27099,"Extreme Cold Event",2009,2,352414.6,0
"Minnesota",27099,"Extreme Cold Event",2010,3,352414.6,0
"Minnesota",27099,"Extreme Cold Event",2011,1,177010.9,NA
"Minnesota",27099,"Extreme Cold Event",2014,2,352414.6,0
"Minnesota",27099,"Extreme Cold Event",2015,4,266461,171907.2
"Minnesota",27099,"Extreme Cold Event",2016,6,295112.2,140361.7
"Minnesota",27099,"Extreme Cold Event",2017,6,232821.2,140779.3
"Minnesota",27099,"Extreme Cold Event",2018,3,352414.6,0
"Minnesota",27099,"Extreme Cold Event",2019,4,352152.9,523.4
"Minnesota",27099,"Extreme Cold Event",2021,7,352414.6,0
"Minnesota",27099,"Extreme Cold Event",2022,5,219363.9,182649.4
"Minnesota",27099,"Extreme Heat Event",2009,2,176135.7,45254.8
"Minnesota",27099,"Extreme Heat Event",2010,5,324149,63203.9
"Minnesota",27099,"Extreme Heat Event",2011,7,287412.7,84626.2
"Minnesota",27099,"Extreme Heat Event",2012,6,303402,87540.2
"Minnesota",27099,"Extreme Heat Event",2013,5,142924.1,191246.5
"Minnesota",27099,"Extreme Heat Event",2015,5,238890.2,152828.6
"Minnesota",27099,"Extreme Heat Event",2016,4,270985.8,162857.6
"Minnesota",27099,"Extreme Heat Event",2018,1,82094.1,NA
"Minnesota",27099,"Extreme Heat Event",2019,1,147699.6,NA
"Minnesota",27099,"Extreme Heat Event",2020,2,166094.6,232154.4
"Minnesota",27099,"Extreme Heat Event",2022,1,332659.8,NA
"Minnesota",27101,"Extreme Cold Event",2008,3,224631.9,190147.6
"Minnesota",27101,"Extreme Cold Event",2009,6,166315.9,180220.5
"Minnesota",27101,"Extreme Cold Event",2010,6,219487.9,173392.1
"Minnesota",27101,"Extreme Cold Event",2011,1,400.2,NA
"Minnesota",27101,"Extreme Cold Event",2013,3,342375.5,31519.3
"Minnesota",27101,"Extreme Cold Event",2014,3,230133.5,180722.6
"Minnesota",27101,"Extreme Cold Event",2015,4,360573.2,0
"Minnesota",27101,"Extreme Cold Event",2016,3,337248.3,28150
"Minnesota",27101,"Extreme Cold Event",2017,5,347538,23679.2
"Minnesota",27101,"Extreme Cold Event",2018,3,360573.2,0
"Minnesota",27101,"Extreme Cold Event",2019,7,310111.7,133508.7
"Minnesota",27101,"Extreme Cold Event",2020,1,316563,NA
"Minnesota",27101,"Extreme Cold Event",2021,7,360573.2,0
"Minnesota",27101,"Extreme Cold Event",2022,7,358884,2884.9
"Minnesota",27101,"Extreme Heat Event",2008,2,25128.4,1841.8
"Minnesota",27101,"Extreme Heat Event",2011,5,342298.4,40863.7
"Minnesota",27101,"Extreme Heat Event",2012,4,354407.8,12330.8
"Minnesota",27101,"Extreme Heat Event",2013,9,256061.5,121738.3
"Minnesota",27101,"Extreme Heat Event",2015,4,202681.3,85043.4
"Minnesota",27101,"Extreme Heat Event",2016,4,360573.2,0
"Minnesota",27101,"Extreme Heat Event",2018,1,25849.9,NA
"Minnesota",27101,"Extreme Heat Event",2019,7,216397.6,167231.3
"Minnesota",27101,"Extreme Heat Event",2020,4,28582.7,16317.5
"Minnesota",27103,"Extreme Cold Event",2008,2,232735.6,652.3
"Minnesota",27103,"Extreme Cold Event",2009,2,236507.2,0
"Minnesota",27103,"Extreme Cold Event",2010,4,236507.2,0
"Minnesota",27103,"Extreme Cold Event",2011,1,236507.2,NA
"Minnesota",27103,"Extreme Cold Event",2013,2,163226.5,103634.6
"Minnesota",27103,"Extreme Cold Event",2014,2,236015,696.1
"Minnesota",27103,"Extreme Cold Event",2015,4,227713.7,10153.9
"Minnesota",27103,"Extreme Cold Event",2016,4,177777.8,117458.9
"Minnesota",27103,"Extreme Cold Event",2017,4,199866.8,73280.8
"Minnesota",27103,"Extreme Cold Event",2018,3,236507.2,0
"Minnesota",27103,"Extreme Cold Event",2019,4,232110.5,8793.5
"Minnesota",27103,"Extreme Cold Event",2021,9,217389.2,55418
"Minnesota",27103,"Extreme Cold Event",2022,7,174362.3,106132.7
"Minnesota",27103,"Extreme Heat Event",2009,1,86501.7,NA
"Minnesota",27103,"Extreme Heat Event",2010,4,107178.1,86914.5
"Minnesota",27103,"Extreme Heat Event",2011,6,209306.8,66627.2
"Minnesota",27103,"Extreme Heat Event",2012,8,194002.7,77726.8
"Minnesota",27103,"Extreme Heat Event",2013,5,236507.2,0
"Minnesota",27103,"Extreme Heat Event",2014,1,55393.2,NA
"Minnesota",27103,"Extreme Heat Event",2015,4,190499.6,90081.4
"Minnesota",27103,"Extreme Heat Event",2016,4,207189.1,56824
"Minnesota",27103,"Extreme Heat Event",2019,1,236507.2,NA
"Minnesota",27103,"Extreme Heat Event",2020,6,106409.6,101021.6
"Minnesota",27105,"Extreme Cold Event",2008,4,184148.7,147847.8
"Minnesota",27105,"Extreme Cold Event",2009,2,357822.7,0
"Minnesota",27105,"Extreme Cold Event",2010,7,209786.1,170372.3
"Minnesota",27105,"Extreme Cold Event",2013,3,307703.1,86809.7
"Minnesota",27105,"Extreme Cold Event",2014,2,277670.8,113351.9
"Minnesota",27105,"Extreme Cold Event",2015,4,357822.7,0
"Minnesota",27105,"Extreme Cold Event",2016,5,194947.6,164936.4
"Minnesota",27105,"Extreme Cold Event",2017,5,293701.2,87802
"Minnesota",27105,"Extreme Cold Event",2018,3,357822.7,0
"Minnesota",27105,"Extreme Cold Event",2019,6,356899.9,1324.2
"Minnesota",27105,"Extreme Cold Event",2020,1,357822.7,NA
"Minnesota",27105,"Extreme Cold Event",2021,7,357453.3,977.4
"Minnesota",27105,"Extreme Cold Event",2022,7,300156.5,103292.9
"Minnesota",27105,"Extreme Heat Event",2010,3,188616.8,163734.7
"Minnesota",27105,"Extreme Heat Event",2011,7,261833.1,163951.9
"Minnesota",27105,"Extreme Heat Event",2012,5,193218.8,155095.8
"Minnesota",27105,"Extreme Heat Event",2013,7,197157.7,162826.4
"Minnesota",27105,"Extreme Heat Event",2014,1,101493.8,NA
"Minnesota",27105,"Extreme Heat Event",2015,5,13796.2,12136.9
"Minnesota",27105,"Extreme Heat Event",2016,6,283346.8,115517
"Minnesota",27105,"Extreme Heat Event",2019,5,237057.6,155102.8
"Minnesota",27105,"Extreme Heat Event",2020,4,177221.9,124024.7
"Minnesota",27105,"Extreme Heat Event",2021,2,150932.9,16589.6
"Minnesota",27105,"Extreme Heat Event",2022,2,118080.2,15903
"Minnesota",27107,"Extreme Cold Event",2008,7,318767.2,228717.3
"Minnesota",27107,"Extreme Cold Event",2009,3,481930,20881.2
"Minnesota",27107,"Extreme Cold Event",2010,1,493985.8,NA
"Minnesota",27107,"Extreme Cold Event",2013,3,369963.2,214813.4
"Minnesota",27107,"Extreme Cold Event",2014,3,342446.4,262474
"Minnesota",27107,"Extreme Cold Event",2015,1,469356.4,NA
"Minnesota",27107,"Extreme Cold Event",2016,4,442623.2,53864.8
"Minnesota",27107,"Extreme Cold Event",2017,3,493985.8,0
"Minnesota",27107,"Extreme Cold Event",2018,2,493985.8,0
"Minnesota",27107,"Extreme Cold Event",2019,4,492938.4,2094.9
"Minnesota",27107,"Extreme Cold Event",2020,1,489796.1,NA
"Minnesota",27107,"Extreme Cold Event",2021,11,457925.8,111673.7
"Minnesota",27107,"Extreme Cold Event",2022,9,493985.8,0
"Minnesota",27107,"Extreme Heat Event",2009,3,186866.6,168754.5
"Minnesota",27107,"Extreme Heat Event",2010,1,225169.4,NA
"Minnesota",27107,"Extreme Heat Event",2011,5,467226.6,59835.4
"Minnesota",27107,"Extreme Heat Event",2012,3,459657.2,59458.8
"Minnesota",27107,"Extreme Heat Event",2013,6,398033.9,194671.9
"Minnesota",27107,"Extreme Heat Event",2015,5,284507.3,257109.7
"Minnesota",27107,"Extreme Heat Event",2016,1,358588.1,NA
"Minnesota",27107,"Extreme Heat Event",2019,2,258928,332421.9
"Minnesota",27107,"Extreme Heat Event",2020,6,338466.2,240969.6
"Minnesota",27107,"Extreme Heat Event",2021,1,972.8,NA
"Minnesota",27107,"Extreme Heat Event",2022,2,363660.3,178144.4
"Minnesota",27109,"Extreme Cold Event",2008,2,237414.4,127833
"Minnesota",27109,"Extreme Cold Event",2009,2,327806,0
"Minnesota",27109,"Extreme Cold Event",2010,5,183660.1,145896
"Minnesota",27109,"Extreme Cold Event",2012,1,147022.8,NA
"Minnesota",27109,"Extreme Cold Event",2014,2,327806,0
"Minnesota",27109,"Extreme Cold Event",2015,3,327806,0
"Minnesota",27109,"Extreme Cold Event",2016,5,327806,0
