"STATE_NAME","GEOID","year_numerical","total_event_days","average_impacted_area_hectare","sd_impacted_area_hectare"
"Nebraska",31059,2013,3,258710.5,0
"Nebraska",31059,2014,3,159950.8,85934.3
"Nebraska",31059,2015,3,158185.3,90352.6
"Nebraska",31059,2016,1,258710.5,NA
"Nebraska",31059,2017,5,236005.9,50769
"Nebraska",31059,2018,3,222420.6,62856
"Nebraska",31059,2019,5,258709.5,2.1
"Nebraska",31059,2020,3,164479.1,121580.4
"Nebraska",31059,2021,14,242659.9,56395.5
"Nebraska",31059,2022,10,161655.8,125867.5
"Nebraska",31061,2008,8,132668.5,131716.9
"Nebraska",31061,2009,6,172262.1,129505
"Nebraska",31061,2010,3,179132.2,116337.2
"Nebraska",31061,2011,9,230272.1,60199.7
"Nebraska",31061,2012,3,148313.5,119284.4
"Nebraska",31061,2013,3,255852,0
"Nebraska",31061,2014,4,148493.4,127195.4
"Nebraska",31061,2015,1,255852,NA
"Nebraska",31061,2016,2,246566.8,13131.3
"Nebraska",31061,2017,6,174522.4,106292.8
"Nebraska",31061,2018,2,255852,0
"Nebraska",31061,2019,6,168339.3,127809
"Nebraska",31061,2020,3,160270,100198.8
"Nebraska",31061,2021,13,240562.4,55127.5
"Nebraska",31061,2022,8,177566.2,109652.9
"Nebraska",31063,2008,5,293827.5,202250.2
"Nebraska",31063,2009,7,222593.6,205042.7
"Nebraska",31063,2010,7,148593.4,177239.1
"Nebraska",31063,2011,16,241785.9,201799.2
"Nebraska",31063,2012,1,52902.7,NA
"Nebraska",31063,2013,4,384298.6,111105
"Nebraska",31063,2014,5,439851.1,0
"Nebraska",31063,2015,2,439851.1,0
"Nebraska",31063,2016,4,223308.7,245232.7
"Nebraska",31063,2017,10,192487.8,187956.3
"Nebraska",31063,2018,6,222284.9,183083.8
"Nebraska",31063,2019,4,314658.6,204778.5
"Nebraska",31063,2020,2,186974.5,169615.9
"Nebraska",31063,2021,13,347595.4,151601.6
"Nebraska",31063,2022,10,201516.6,207498
"Nebraska",31065,2008,5,228391.6,140329.6
"Nebraska",31065,2009,4,242618.1,155032.8
"Nebraska",31065,2010,3,118147,175481.2
"Nebraska",31065,2011,10,190069.8,117573.2
"Nebraska",31065,2012,1,2505.9,NA
"Nebraska",31065,2013,3,320134.5,0
"Nebraska",31065,2014,5,320134.5,0
"Nebraska",31065,2015,2,320134.5,0
"Nebraska",31065,2016,2,186734.4,188656.2
"Nebraska",31065,2017,4,320134.5,0
"Nebraska",31065,2018,2,320134.5,0
"Nebraska",31065,2019,4,101314.1,76547.4
"Nebraska",31065,2020,2,225705,133543.5
"Nebraska",31065,2021,13,259477.4,116683.8
"Nebraska",31065,2022,7,235251.6,138076.9
"Nebraska",31067,2008,4,207274.9,202912.2
"Nebraska",31067,2009,5,352581.6,29475.6
"Nebraska",31067,2010,7,185273.6,126609.8
"Nebraska",31067,2011,8,317193.4,118543
"Nebraska",31067,2012,2,188187.2,46416.8
"Nebraska",31067,2013,4,142299.9,166170.8
"Nebraska",31067,2014,3,345294.8,48457.7
"Nebraska",31067,2015,5,257170.5,33887.3
"Nebraska",31067,2016,1,383002,NA
"Nebraska",31067,2017,7,300075.8,116406.9
"Nebraska",31067,2018,5,321882.9,107558.4
"Nebraska",31067,2019,10,255840.8,122221.7
"Nebraska",31067,2020,3,125384.8,61822.6
"Nebraska",31067,2021,15,329687.8,103253.1
"Nebraska",31067,2022,7,369807.3,34909.8
"Nebraska",31069,2008,4,415303.6,445983.8
"Nebraska",31069,2009,5,642859.5,357415.5
"Nebraska",31069,2010,2,850.5,0
"Nebraska",31069,2011,11,325142.3,371054.2
"Nebraska",31069,2012,2,69150,21511.4
"Nebraska",31069,2013,4,730906.7,0
"Nebraska",31069,2014,7,680101.3,293834.8
"Nebraska",31069,2015,3,745569.5,98953.9
"Nebraska",31069,2016,5,613654.2,344438.1
"Nebraska",31069,2017,8,564455.8,305433.5
"Nebraska",31069,2018,11,223844.4,333503.5
"Nebraska",31069,2019,8,390829,383599.1
"Nebraska",31069,2020,1,90342.9,NA
"Nebraska",31069,2021,9,593648.7,343119.2
"Nebraska",31069,2022,12,465864.3,389427
"Nebraska",31071,2008,5,260810.3,14873
"Nebraska",31071,2009,4,267461.7,0
"Nebraska",31071,2010,2,178346.3,126028.2
"Nebraska",31071,2011,12,192875.2,101634.8
"Nebraska",31071,2012,1,175661.4,NA
"Nebraska",31071,2013,4,267461.7,0
"Nebraska",31071,2014,4,220013.2,94896.9
"Nebraska",31071,2015,1,147548.8,NA
"Nebraska",31071,2016,5,252003.2,34566.2
"Nebraska",31071,2017,6,223388.5,107956.8
"Nebraska",31071,2018,3,205677.3,107013.8
"Nebraska",31071,2019,9,258873.7,25764.1
"Nebraska",31071,2020,3,267461.7,0
"Nebraska",31071,2021,12,245544.7,41825.3
"Nebraska",31071,2022,15,192064.6,90001.8
"Nebraska",31073,2008,6,165238.3,77601.8
"Nebraska",31073,2009,4,192479.5,30160.7
"Nebraska",31073,2010,6,111376.8,88489.5
"Nebraska",31073,2011,16,136009.2,82365.2
"Nebraska",31073,2012,1,160974.3,NA
"Nebraska",31073,2013,4,170539,74041.7
"Nebraska",31073,2014,5,207559.9,0
"Nebraska",31073,2015,2,207559.9,0
"Nebraska",31073,2016,4,133352.8,85880.3
"Nebraska",31073,2017,7,152098.1,69485.3
"Nebraska",31073,2018,2,207559.9,0
"Nebraska",31073,2019,4,189854.2,35411.4
"Nebraska",31073,2020,2,197146.7,14726.5
"Nebraska",31073,2021,12,204705,7443.2
"Nebraska",31073,2022,9,114782.9,89904.8
"Nebraska",31075,2008,4,345901.6,23942.9
"Nebraska",31075,2009,4,366636.7,0
"Nebraska",31075,2010,2,164920.6,232095.9
"Nebraska",31075,2011,4,366636.7,0
"Nebraska",31075,2013,4,366636.7,0
"Nebraska",31075,2014,7,269709.6,165685.7
"Nebraska",31075,2015,3,366636.7,0
"Nebraska",31075,2016,5,151799.2,196185.7
"Nebraska",31075,2017,6,183627.9,200476.4
"Nebraska",31075,2018,3,366636.7,0
"Nebraska",31075,2019,4,87857.3,144640
"Nebraska",31075,2021,8,331126.4,84930.8
"Nebraska",31075,2022,8,361452.9,14662
"Nebraska",31077,2008,5,215141.3,109768.3
"Nebraska",31077,2009,4,236458.8,55544.9
"Nebraska",31077,2010,2,144672.1,169082.1
"Nebraska",31077,2011,13,196578.4,98744.9
"Nebraska",31077,2012,3,102646.8,22768.1
"Nebraska",31077,2013,4,251253.5,25955.5
"Nebraska",31077,2014,3,264231.2,0
"Nebraska",31077,2015,1,264231.2,NA
"Nebraska",31077,2016,4,264231.2,0
"Nebraska",31077,2017,7,207515.4,101867.2
"Nebraska",31077,2018,3,205842.4,101132.4
"Nebraska",31077,2019,10,198626.6,99359
"Nebraska",31077,2020,4,199695.5,125988.3
"Nebraska",31077,2021,13,246692,63238.6
"Nebraska",31077,2022,14,175019.2,111491.4
"Nebraska",31079,2008,4,250372.7,0
"Nebraska",31079,2009,7,218681.8,61386.1
"Nebraska",31079,2010,2,141639.6,153771.8
"Nebraska",31079,2011,13,163963.6,107388.8
"Nebraska",31079,2012,5,188507.7,84771
"Nebraska",31079,2013,4,210100.7,80544
"Nebraska",31079,2014,3,173400.4,133319.9
"Nebraska",31079,2015,3,218418,31290.2
"Nebraska",31079,2016,4,204037.9,55569.1
"Nebraska",31079,2017,8,185756.9,99030.8
"Nebraska",31079,2018,3,169003.6,140935.4
"Nebraska",31079,2019,7,237080.3,18741.8
"Nebraska",31079,2020,2,250372.7,0
"Nebraska",31079,2021,15,209972.4,81264.8
"Nebraska",31079,2022,10,160831,100858.4
"Nebraska",31081,2008,4,246979.5,0
"Nebraska",31081,2009,6,210818.5,88575.9
"Nebraska",31081,2010,1,246979.5,NA
"Nebraska",31081,2011,12,212963.9,70546.4
"Nebraska",31081,2012,5,141302.6,118930.9
"Nebraska",31081,2013,3,246979.5,0
"Nebraska",31081,2014,3,167755.3,137220.3
"Nebraska",31081,2015,3,246979.5,0
"Nebraska",31081,2016,4,215793.5,39608.1
"Nebraska",31081,2017,7,201191.6,92359.5
"Nebraska",31081,2018,2,246979.5,0
"Nebraska",31081,2019,7,208765.9,77856
"Nebraska",31081,2020,5,172743.1,70307.8
"Nebraska",31081,2021,14,229350.8,65960.7
"Nebraska",31081,2022,9,194837.8,82879.3
"Nebraska",31083,2008,9,149924.8,102300.5
"Nebraska",31083,2009,6,171564.3,106167.2
"Nebraska",31083,2010,3,164310.5,79930.5
"Nebraska",31083,2011,10,211686.9,65313.6
"Nebraska",31083,2012,2,108311.1,31075.6
"Nebraska",31083,2013,3,254978.5,0
"Nebraska",31083,2014,5,206308.2,59473.9
"Nebraska",31083,2015,2,198279.1,80185
"Nebraska",31083,2016,2,205207.1,70387.3
"Nebraska",31083,2017,4,254978.5,0
"Nebraska",31083,2018,3,179422.6,130866.6
"Nebraska",31083,2019,6,144113.1,100880.5
"Nebraska",31083,2020,3,188522.2,115105.7
"Nebraska",31083,2021,13,229216,64659.6
"Nebraska",31083,2022,8,179286,98166.6
"Nebraska",31085,2008,3,249105.9,123031.3
"Nebraska",31085,2009,6,171962.4,162757.7
"Nebraska",31085,2010,3,110628.1,181488.1
"Nebraska",31085,2011,11,232322.5,140801.4
"Nebraska",31085,2012,5,21527.1,10368.5
"Nebraska",31085,2013,5,259934.5,134619
"Nebraska",31085,2014,5,320138,0
"Nebraska",31085,2015,2,320138,0
"Nebraska",31085,2016,3,150533.1,149492.3
"Nebraska",31085,2017,6,255449.8,81179.7
"Nebraska",31085,2018,7,249172.5,116655.4
"Nebraska",31085,2019,3,69678.4,58414.7
"Nebraska",31085,2020,2,71804.2,17602.7
"Nebraska",31085,2021,10,307809.9,27359.9
"Nebraska",31085,2022,8,247862.9,114746.1
"Nebraska",31087,2008,3,213785.5,182413.5
"Nebraska",31087,2009,6,182372.9,150129.9
"Nebraska",31087,2010,6,64589.2,125090.8
"Nebraska",31087,2011,13,119997.6,119623.6
"Nebraska",31087,2012,3,118931.8,0
"Nebraska",31087,2013,5,279068,89518.8
"Nebraska",31087,2014,5,319102,0
"Nebraska",31087,2015,3,214423.7,181308.2
"Nebraska",31087,2016,3,214916.1,177818.3
"Nebraska",31087,2017,5,51839.9,44625.5
"Nebraska",31087,2018,6,166263.1,126281.5
"Nebraska",31087,2019,4,92671,130634.7
"Nebraska",31087,2020,1,14583.1,NA
"Nebraska",31087,2021,11,264164,122457.5
"Nebraska",31087,2022,7,285949.3,68556.6
"Nebraska",31089,2008,7,1078132.3,91549
"Nebraska",31089,2009,5,885681.6,366295.4
"Nebraska",31089,2010,5,605653.9,343508.5
"Nebraska",31089,2011,12,704747.1,480540.7
"Nebraska",31089,2013,4,1150950.9,0
"Nebraska",31089,2014,5,794754.5,450100.5
"Nebraska",31089,2015,3,260195.8,350289.5
"Nebraska",31089,2016,9,941277.7,253041.6
"Nebraska",31089,2017,9,957619.4,247707.6
"Nebraska",31089,2018,3,1033622.1,203219.4
"Nebraska",31089,2019,13,958303.5,252819.6
"Nebraska",31089,2020,5,836510.9,440128.5
"Nebraska",31089,2021,10,1009781.4,358537.8
"Nebraska",31089,2022,11,952721.4,367277.4
"Nebraska",31091,2008,6,229286.3,167968.5
"Nebraska",31091,2009,4,270868,133494.2
"Nebraska",31091,2010,2,182772.2,218980.9
"Nebraska",31091,2011,9,196113.7,136153.8
"Nebraska",31091,2012,1,63315.6,NA
"Nebraska",31091,2013,4,337615.1,0
"Nebraska",31091,2014,5,284217.4,119400.8
"Nebraska",31091,2015,3,234435.4,143449
"Nebraska",31091,2016,7,151104.2,133373.4
"Nebraska",31091,2017,7,168929.3,133988.8
"Nebraska",31091,2018,4,196989,162798.1
"Nebraska",31091,2019,10,106795.9,96369.1
"Nebraska",31091,2020,2,15310.2,12375.9
"Nebraska",31091,2021,8,331495.6,14890.1
"Nebraska",31091,2022,8,332502.4,14460.9
"Nebraska",31093,2008,4,263724,0
"Nebraska",31093,2009,7,202034,79998.2
"Nebraska",31093,2010,1,263724,NA
"Nebraska",31093,2011,11,203796.9,105514.5
"Nebraska",31093,2012,5,145704.9,93177.3
"Nebraska",31093,2013,4,259552.6,8342.8
"Nebraska",31093,2014,3,247809.8,27564.3
"Nebraska",31093,2015,3,154118.1,98229.3
"Nebraska",31093,2016,4,263724,0
"Nebraska",31093,2017,7,222895,91571.6
"Nebraska",31093,2018,2,263724,0
"Nebraska",31093,2019,9,188228.3,112996.1
"Nebraska",31093,2020,3,181109.9,143091.9
"Nebraska",31093,2021,13,250971.6,45979.5
"Nebraska",31093,2022,9,234202.7,66352.5
"Nebraska",31095,2008,7,121419.9,111291.8
"Nebraska",31095,2009,6,222225.3,82110.4
"Nebraska",31095,2010,5,109889.1,114760.1
"Nebraska",31095,2011,14,167015.5,99584
"Nebraska",31095,2012,2,91742.3,88058.6
"Nebraska",31095,2013,4,140157.7,104695.6
"Nebraska",31095,2014,2,255746.7,0
"Nebraska",31095,2015,4,89176.7,112445.1
"Nebraska",31095,2016,1,255746.7,NA
"Nebraska",31095,2017,6,175627.3,114163.5
"Nebraska",31095,2018,5,163727.1,127026.2
"Nebraska",31095,2019,9,165762.4,118719.1
"Nebraska",31095,2020,3,51940.2,46171.5
"Nebraska",31095,2021,15,227949.6,69130.2
"Nebraska",31095,2022,6,255746.7,0
"Nebraska",31097,2008,2,168409.1,0
"Nebraska",31097,2009,5,115220.5,63643.3
"Nebraska",31097,2010,5,109100,68272.5
"Nebraska",31097,2011,9,117779.7,55415.6
"Nebraska",31097,2013,1,168409.1,NA
"Nebraska",31097,2014,3,144639.9,41169.5
"Nebraska",31097,2015,2,84332.5,118902.3
"Nebraska",31097,2016,3,83074,74101.9
"Nebraska",31097,2017,9,107415.2,77205.3
"Nebraska",31097,2018,4,134736.4,67345.5
"Nebraska",31097,2019,7,77868.6,78680.7
"Nebraska",31097,2020,2,75720.8,64790.9
"Nebraska",31097,2021,16,127562.6,66305.7
"Nebraska",31097,2022,7,168399,26.7
"Nebraska",31099,2008,8,125361.1,113576.3
"Nebraska",31099,2009,7,154732.9,99249.4
"Nebraska",31099,2010,6,108452.9,110608.5
"Nebraska",31099,2011,9,205960,76714.2
"Nebraska",31099,2012,4,155064.6,96281.8
"Nebraska",31099,2013,4,174979.6,113194.3
"Nebraska",31099,2014,2,231576.8,0
"Nebraska",31099,2015,1,231576.8,NA
"Nebraska",31099,2016,5,115945.9,107329
"Nebraska",31099,2017,9,153974.5,90964.5
"Nebraska",31099,2018,3,155237.3,132224
"Nebraska",31099,2019,5,186968.3,99747.6
"Nebraska",31099,2020,3,160585,122961.4
"Nebraska",31099,2021,14,198720.6,83520.3
"Nebraska",31099,2022,10,129164.7,113679.1
"Nebraska",31101,2008,5,319707.9,197321
"Nebraska",31101,2009,4,414602.3,187261.2
"Nebraska",31101,2010,1,351471.8,NA
"Nebraska",31101,2011,7,502575.2,10530.7
"Nebraska",31101,2012,2,389976.4,120933.6
"Nebraska",31101,2013,4,508232.9,0
"Nebraska",31101,2014,7,401524.6,195486.9
"Nebraska",31101,2015,3,380838.1,220654.3
"Nebraska",31101,2016,9,296091.3,181566.4
"Nebraska",31101,2017,7,432335.3,144059
"Nebraska",31101,2018,7,438367.6,133964.2
"Nebraska",31101,2019,7,175507.3,191867.5
"Nebraska",31101,2020,3,330896,84255.9
"Nebraska",31101,2021,11,484440.6,31992
"Nebraska",31101,2022,11,381880.2,161683.9
"Nebraska",31103,2008,7,291068.6,143102.4
"Nebraska",31103,2009,4,308204.4,130754.2
"Nebraska",31103,2010,1,373581.5,NA
"Nebraska",31103,2011,9,344525,87169.5
"Nebraska",31103,2012,1,278744,NA
"Nebraska",31103,2013,6,350075.2,41986.8
"Nebraska",31103,2014,3,286412,150981.9
"Nebraska",31103,2015,1,314696.7,NA
"Nebraska",31103,2016,9,290740.3,135239.2
"Nebraska",31103,2017,4,358237.3,29207.4
"Nebraska",31103,2018,2,373581.5,0
"Nebraska",31103,2019,8,328897.6,126222.2
"Nebraska",31103,2020,4,232661.9,159109.5
"Nebraska",31103,2021,7,373581.5,0
"Nebraska",31103,2022,9,373581.5,0
"Nebraska",31105,2008,1,436095.8,NA
"Nebraska",31105,2009,6,292663.9,222205.8
"Nebraska",31105,2010,7,21300,10956.3
"Nebraska",31105,2011,10,190528.3,211605.3
"Nebraska",31105,2013,9,319821.6,177917.9
"Nebraska",31105,2014,9,301797.3,186503.1
"Nebraska",31105,2015,6,101945.3,167642.1
"Nebraska",31105,2016,7,203633.9,190340.5
"Nebraska",31105,2017,10,219144.9,195436.1
"Nebraska",31105,2018,7,164712.2,191622.4
"Nebraska",31105,2019,10,105745.8,123274.2
"Nebraska",31105,2020,1,277997.6,NA
"Nebraska",31105,2021,13,236646.6,184788.5
"Nebraska",31105,2022,7,374421,147110.5
"Nebraska",31107,2008,6,369714.2,272823.2
"Nebraska",31107,2009,4,483891.7,123723.3
"Nebraska",31107,2010,7,409937.9,232048.4
"Nebraska",31107,2011,7,393510.1,260108.7
"Nebraska",31107,2013,10,290426.3,222084
"Nebraska",31107,2014,4,545767.6,85.1
"Nebraska",31107,2015,4,204940.3,248384.5
"Nebraska",31107,2016,7,346291.2,254943
"Nebraska",31107,2017,8,415188.4,241865
"Nebraska",31107,2018,4,440270.8,211078.7
"Nebraska",31107,2019,10,500941.2,141828.1
"Nebraska",31107,2020,6,278093.2,240662.9
"Nebraska",31107,2021,10,486872.5,163751.2
"Nebraska",31107,2022,10,460032.9,183994.9
"Nebraska",31109,2008,4,257874.6,147069.5
"Nebraska",31109,2009,5,159169.3,154102.2
"Nebraska",31109,2010,9,95108.1,123332.8
"Nebraska",31109,2011,9,149771,135174.4
"Nebraska",31109,2012,2,78480.9,8781.8
"Nebraska",31109,2013,3,237707.1,145756.3
"Nebraska",31109,2014,4,228751.8,186375.3
"Nebraska",31109,2015,5,100389.9,99317.2
"Nebraska",31109,2016,5,129605.7,146379.5
"Nebraska",31109,2017,6,229423.4,170193.7
"Nebraska",31109,2018,4,293858,177772
"Nebraska",31109,2019,6,118197.8,132373.5
"Nebraska",31109,2020,1,218339.8,NA
"Nebraska",31109,2021,12,333401.9,115254.6
"Nebraska",31109,2022,8,338385,122254.7
"Nebraska",31111,2008,5,1026994,178478.7
"Nebraska",31111,2009,4,887327.9,573119.8
"Nebraska",31111,2010,3,808242.8,332758.8
"Nebraska",31111,2011,10,995853.7,371404
"Nebraska",31111,2012,1,1120863.6,NA
"Nebraska",31111,2013,4,1173887.8,0
"Nebraska",31111,2014,5,1146969.9,60190.3
"Nebraska",31111,2015,2,1164713.8,12974.1
"Nebraska",31111,2016,5,893527.1,321434.7
"Nebraska",31111,2017,10,841038,358720.8
"Nebraska",31111,2018,9,793410.9,372288.5
"Nebraska",31111,2019,3,1072591.7,72020
"Nebraska",31111,2020,2,387967.9,528477.1
"Nebraska",31111,2021,14,892518.2,454237.7
"Nebraska",31111,2022,8,938136.2,388050.3
"Nebraska",31113,2008,5,214344.7,112180.2
"Nebraska",31113,2009,4,198908.2,131209.9
"Nebraska",31113,2010,3,108955.9,136921.9
"Nebraska",31113,2011,9,236326.5,84560.1
"Nebraska",31113,2012,1,264513.2,NA
"Nebraska",31113,2013,4,264513.2,0
"Nebraska",31113,2014,4,264513.2,0
"Nebraska",31113,2015,2,203004.2,86986.9
"Nebraska",31113,2016,8,159183.5,116770.2
"Nebraska",31113,2017,10,154364.6,122363.6
"Nebraska",31113,2018,6,134281.6,142711
"Nebraska",31113,2019,10,149151.7,82519.6
"Nebraska",31113,2020,2,147545.4,165417.5
"Nebraska",31113,2021,12,188269,114871.2
"Nebraska",31113,2022,8,229643,65164
"Nebraska",31115,2008,6,193347.2,117738.6
"Nebraska",31115,2009,4,267286.8,0
"Nebraska",31115,2010,2,155515.9,158068
"Nebraska",31115,2011,11,209384.5,100280.7
"Nebraska",31115,2012,1,265010.3,NA
"Nebraska",31115,2013,4,267286.8,0
"Nebraska",31115,2014,5,197414.6,107224.1
"Nebraska",31115,2015,1,234.9,NA
"Nebraska",31115,2016,6,244509.9,55791.8
"Nebraska",31115,2017,7,191312.3,114514.6
"Nebraska",31115,2018,2,267286.8,0
"Nebraska",31115,2019,10,230674.2,82237.5
"Nebraska",31115,2020,3,267286.8,0
"Nebraska",31115,2021,12,213571.6,89022
"Nebraska",31115,2022,13,183151,117689.4
"Nebraska",31117,2008,4,398520.3,0
"Nebraska",31117,2009,4,305781.3,185478
"Nebraska",31117,2010,2,204162.5,274863.4
"Nebraska",31117,2011,8,349553.2,72814.8
"Nebraska",31117,2012,1,291901.9,NA
"Nebraska",31117,2013,4,398520.3,0
"Nebraska",31117,2014,5,367479.1,69410.2
"Nebraska",31117,2015,3,274868.3,214171.5
"Nebraska",31117,2016,6,237454.2,142527.6
"Nebraska",31117,2017,9,242773.6,182552.2
"Nebraska",31117,2018,7,172740,185469.3
"Nebraska",31117,2019,9,109011.4,128361.8
"Nebraska",31117,2020,1,83761.9,NA
"Nebraska",31117,2021,10,326747.9,151536.4
"Nebraska",31117,2022,8,361986.2,103334
"Nebraska",31119,2008,4,269336.8,0
"Nebraska",31119,2009,7,185525.7,80739.5
"Nebraska",31119,2010,6,213153.2,70929.2
"Nebraska",31119,2011,13,200450.6,104586.9
"Nebraska",31119,2012,2,269336.8,0
"Nebraska",31119,2013,4,211699.4,74507.9
"Nebraska",31119,2014,4,231440.3,75793
"Nebraska",31119,2015,6,163094.9,63124.6
"Nebraska",31119,2016,5,244742.2,54995.3
"Nebraska",31119,2017,7,230975.2,101495.3
"Nebraska",31119,2018,3,269336.8,0
"Nebraska",31119,2019,11,191037.9,112404.8
"Nebraska",31119,2020,6,68062.4,105198.1
"Nebraska",31119,2021,13,221511,92668.2
"Nebraska",31119,2022,9,228225,82831.6
"Nebraska",31121,2008,4,227289.4,0
"Nebraska",31121,2009,7,167582.1,90436.1
"Nebraska",31121,2010,2,114985,158822.5
"Nebraska",31121,2011,11,193244.3,74876.9
"Nebraska",31121,2012,5,125536.4,97381.1
"Nebraska",31121,2013,4,174843.8,104891.2
"Nebraska",31121,2014,3,227279.9,16.5
"Nebraska",31121,2015,3,226137.6,1194.6
"Nebraska",31121,2016,4,188959.1,47777.1
"Nebraska",31121,2017,7,197736.4,76999.2
"Nebraska",31121,2018,2,227289.4,0
"Nebraska",31121,2019,8,181447.3,83166.6
"Nebraska",31121,2020,4,97457.3,105782.7
"Nebraska",31121,2021,13,227289.4,0
"Nebraska",31121,2022,9,203087.7,69643.1
"Nebraska",31123,2008,4,338073.9,327795.5
"Nebraska",31123,2009,6,446724.7,328099.6
"Nebraska",31123,2011,13,227082.3,251984.9
"Nebraska",31123,2012,2,102587.6,117679.1
"Nebraska",31123,2013,6,317164.1,238172.6
"Nebraska",31123,2014,7,645535.8,34739.7
"Nebraska",31123,2015,4,453401.6,304159.6
"Nebraska",31123,2016,4,622253.2,44095.7
"Nebraska",31123,2017,9,436573.4,255173.1
"Nebraska",31123,2018,11,204762.1,187545.1
"Nebraska",31123,2019,12,184480.1,240234.9
"Nebraska",31123,2020,1,13587.3,NA
"Nebraska",31123,2021,10,415345.4,307667
"Nebraska",31123,2022,11,424369.6,308577.8
"Nebraska",31125,2008,4,206480.4,0
"Nebraska",31125,2009,6,125065.2,72024
"Nebraska",31125,2010,1,206480.4,NA
"Nebraska",31125,2011,12,163240.9,81024.1
"Nebraska",31125,2012,3,138311.9,118071.4
"Nebraska",31125,2013,4,177337.5,58283.2
"Nebraska",31125,2014,3,206480.4,0
"Nebraska",31125,2015,3,131067.7,71324.8
"Nebraska",31125,2016,4,180160,34052.5
"Nebraska",31125,2017,6,206480.4,0
"Nebraska",31125,2018,3,149151.9,99295.9
"Nebraska",31125,2019,8,171830.4,70700.2
"Nebraska",31125,2020,4,130053.4,90008.6
"Nebraska",31125,2021,13,206480.1,1.1
"Nebraska",31125,2022,9,174984.8,63750.9
"Nebraska",31127,2008,4,106694.1,89802.5
"Nebraska",31127,2009,5,125460.5,81164.7
"Nebraska",31127,2010,8,114141.5,93854.2
"Nebraska",31127,2011,14,112605.7,79075.5
"Nebraska",31127,2013,1,183034.8,NA
"Nebraska",31127,2014,2,183034.8,0
"Nebraska",31127,2015,1,183034.8,NA
"Nebraska",31127,2016,5,148953,67880.8
"Nebraska",31127,2017,11,131555.8,65924.3
"Nebraska",31127,2018,4,142550.6,80968.3
"Nebraska",31127,2019,7,114518.1,84734.4
"Nebraska",31127,2020,6,52450.5,64536.9
"Nebraska",31127,2021,16,160906.2,60446.6
"Nebraska",31127,2022,7,166371.5,44086.9
"Nebraska",31129,2008,7,153379.9,127985.6
"Nebraska",31129,2009,7,232794.8,60742.5
"Nebraska",31129,2010,3,109346.6,126877.9
"Nebraska",31129,2011,14,202520.3,89521.1
"Nebraska",31129,2012,3,172334.2,115845.5
"Nebraska",31129,2013,3,255753.3,0
"Nebraska",31129,2014,3,234048.2,18803.1
"Nebraska",31129,2015,3,113897.8,127676.8
"Nebraska",31129,2016,2,139215,164810
"Nebraska",31129,2017,5,214853.9,90832.2
"Nebraska",31129,2018,3,181744.9,128186.4
"Nebraska",31129,2019,8,192732.6,107683.6
"Nebraska",31129,2020,3,142835.7,129278
"Nebraska",31129,2021,14,251233.3,11714
"Nebraska",31129,2022,6,255753.3,0
"Nebraska",31131,2008,3,235982,74134
"Nebraska",31131,2009,4,135451.6,97701.4
"Nebraska",31131,2010,5,199627.4,74437
"Nebraska",31131,2011,12,129939.6,68363.4
"Nebraska",31131,2013,1,278783.3,NA
"Nebraska",31131,2014,3,229235.2,85403.5
"Nebraska",31131,2015,1,278783.3,NA
"Nebraska",31131,2016,4,172256.9,82317.5
"Nebraska",31131,2017,11,149884.7,95153.3
"Nebraska",31131,2018,4,225422.1,106722.4
"Nebraska",31131,2019,4,186383.9,70711.3
"Nebraska",31131,2020,6,111016.6,84064.9
"Nebraska",31131,2021,15,221390.5,88821.6
"Nebraska",31131,2022,7,259597.9,50759.8
"Nebraska",31133,2008,3,129439.8,108610.9
"Nebraska",31133,2009,5,178220.7,31138.6
"Nebraska",31133,2010,6,138021.6,85416
"Nebraska",31133,2011,9,165333.7,53535
"Nebraska",31133,2013,1,192146.3,NA
"Nebraska",31133,2014,3,160932.4,54064.1
"Nebraska",31133,2015,2,96450.5,135334.2
"Nebraska",31133,2016,5,65397.7,76210.1
"Nebraska",31133,2017,7,151447.9,63251.7
"Nebraska",31133,2018,4,156059.8,72173
"Nebraska",31133,2019,7,139932.9,68507.4
"Nebraska",31133,2020,1,74934,NA
"Nebraska",31133,2021,15,170088.9,57570.1
"Nebraska",31133,2022,7,192146.3,0
"Nebraska",31135,2008,3,294689.4,183617.3
"Nebraska",31135,2009,6,217779,202354.9
"Nebraska",31135,2010,1,282701.8,NA
"Nebraska",31135,2011,10,299668.1,156326.8
"Nebraska",31135,2012,5,299445.8,7500.2
"Nebraska",31135,2013,5,379419.9,47585.7
"Nebraska",31135,2014,6,372825.3,68281.1
"Nebraska",31135,2015,3,267484.4,230737.7
"Nebraska",31135,2016,7,171090.9,132995.1
"Nebraska",31135,2017,7,315569.1,114070.2
"Nebraska",31135,2018,9,224551.1,191600.4
"Nebraska",31135,2019,4,52060.6,34640.4
"Nebraska",31135,2020,3,258297,195709.2
"Nebraska",31135,2021,11,351793.7,114966.8
"Nebraska",31135,2022,12,231031,174631.9
"Nebraska",31137,2008,9,193958.6,56671.3
"Nebraska",31137,2009,6,200274.2,67456.3
"Nebraska",31137,2010,3,242428.4,0
"Nebraska",31137,2011,12,178664.9,106740
"Nebraska",31137,2012,3,140758.8,125726.4
"Nebraska",31137,2013,4,201479.6,81897.6
"Nebraska",31137,2014,5,158195.9,76893.4
"Nebraska",31137,2015,2,172234.6,99269
