"STATE_NAME","GEOID","year_numerical","total_event_days","average_impacted_area_hectare","sd_impacted_area_hectare"
"Alabama",1001,2009,5,138461.7,112520.9
"Alabama",1001,2010,10,182551.3,80909.5
"Alabama",1001,2011,9,25612,15783.7
"Alabama",1001,2014,5,178845.7,93945.5
"Alabama",1001,2015,3,220859.4,0
"Alabama",1001,2017,2,220859.4,0
"Alabama",1001,2018,7,220859.4,0
"Alabama",1001,2019,6,30338.1,14756.8
"Alabama",1001,2020,1,220859.4,NA
"Alabama",1001,2022,3,220859.4,0
"Alabama",1003,2009,7,54886.9,105221.5
"Alabama",1003,2010,25,12841.3,16740.2
"Alabama",1003,2011,3,7316.4,716.3
"Alabama",1003,2014,3,280786.9,0
"Alabama",1003,2015,1,8028.4,NA
"Alabama",1003,2016,1,3400,NA
"Alabama",1003,2017,1,2600,NA
"Alabama",1003,2019,6,4480,3278.8
"Alabama",1003,2020,2,400,0
"Alabama",1003,2021,1,129775.9,NA
"Alabama",1003,2022,9,4955,2157.5
"Alabama",1005,2008,1,175461.8,NA
"Alabama",1005,2009,6,218497.9,79007.7
"Alabama",1005,2010,11,293611.6,89598.2
"Alabama",1005,2012,2,118017.6,108456.8
"Alabama",1005,2013,4,225919.8,0
"Alabama",1005,2014,5,240652.4,139940.9
"Alabama",1005,2015,9,144327.5,138688.3
"Alabama",1005,2016,1,76578.3,NA
"Alabama",1005,2017,5,111365.6,123829.9
"Alabama",1005,2018,8,262815.4,100489.1
"Alabama",1005,2019,3,27169.8,20450.5
"Alabama",1005,2020,3,159643.7,143873.4
"Alabama",1005,2021,2,26006.8,19452.2
"Alabama",1005,2022,10,163454.8,117927
"Alabama",1007,2009,2,231268.3,0
"Alabama",1007,2010,7,231268.3,0
"Alabama",1007,2014,5,189341,93752.4
"Alabama",1007,2015,3,231231.7,63.3
"Alabama",1007,2017,2,231268.3,0
"Alabama",1007,2018,7,231268.3,0
"Alabama",1007,2019,1,1910.9,NA
"Alabama",1007,2020,1,231268.3,NA
"Alabama",1007,2021,1,28077.8,NA
"Alabama",1007,2022,6,135941.9,106361
"Alabama",1009,2009,7,160418.9,110550.6
"Alabama",1009,2010,10,186900,101427.4
"Alabama",1009,2011,4,35341.7,39668.7
"Alabama",1009,2014,8,154996.9,115730.7
"Alabama",1009,2015,3,245695,0
"Alabama",1009,2017,6,97462.1,116059.4
"Alabama",1009,2018,7,245695,0
"Alabama",1009,2020,4,219155.3,17693.1
"Alabama",1009,2021,2,26288.4,36913
"Alabama",1009,2022,9,123455.6,115993.9
"Alabama",1011,2008,1,29229.4,NA
"Alabama",1011,2009,6,148640.2,96583.7
"Alabama",1011,2010,10,200406.4,58093.6
"Alabama",1011,2011,1,552.1,NA
"Alabama",1011,2012,1,86637.2,NA
"Alabama",1011,2013,4,960.3,0
"Alabama",1011,2014,4,226292.9,0
"Alabama",1011,2015,4,208345.7,35894.4
"Alabama",1011,2016,1,422.9,NA
"Alabama",1011,2017,2,171342.2,77712
"Alabama",1011,2018,8,189506.9,74420.5
"Alabama",1011,2019,2,70589.5,28122.8
"Alabama",1011,2020,3,75712.9,130406.1
"Alabama",1011,2022,4,172968.9,106648
"Alabama",1013,2009,9,160015.6,90082.5
"Alabama",1013,2010,12,205275.6,110272.6
"Alabama",1013,2011,7,140312.4,100521.9
"Alabama",1013,2012,1,47300,NA
"Alabama",1013,2014,5,209070.5,114067.9
"Alabama",1013,2015,3,228860.3,87625.6
"Alabama",1013,2017,2,279451,0
"Alabama",1013,2018,7,279451,0
"Alabama",1013,2019,2,108107.3,100843.8
"Alabama",1013,2020,1,279451,NA
"Alabama",1013,2021,1,345,NA
"Alabama",1013,2022,4,221913.2,115075.5
"Alabama",1015,2009,5,230090.5,0
"Alabama",1015,2010,20,86175.2,99676.9
"Alabama",1015,2011,7,14584.7,12368.7
"Alabama",1015,2014,6,199058,76013.7
"Alabama",1015,2015,5,139619.9,123882.6
"Alabama",1015,2016,1,595.9,NA
"Alabama",1015,2017,3,228442.2,2855
"Alabama",1015,2018,7,230090.5,0
"Alabama",1015,2019,7,30459,51838.5
"Alabama",1015,2020,5,186369.5,97763
"Alabama",1015,2021,1,3685.7,NA
"Alabama",1015,2022,7,110869.7,111964.7
"Alabama",1017,2009,9,106126.1,110276.1
"Alabama",1017,2010,20,137204.2,104676.4
"Alabama",1017,2011,7,155833.2,100509.8
"Alabama",1017,2012,4,91739.9,105821
"Alabama",1017,2014,6,165230.9,88415.1
"Alabama",1017,2015,19,66491.8,83777.6
"Alabama",1017,2016,2,168834.3,0
"Alabama",1017,2017,3,94526.9,112552.4
"Alabama",1017,2018,8,222181.3,342.8
"Alabama",1017,2019,4,50249.6,54706.4
"Alabama",1017,2020,1,222302.5,NA
"Alabama",1017,2022,7,133012.1,83622.3
"Alabama",1019,2009,5,180333.1,64615.1
"Alabama",1019,2010,10,174476.1,83617.4
"Alabama",1019,2011,1,2193.5,NA
"Alabama",1019,2014,5,227568.7,0
"Alabama",1019,2015,6,118034.2,120252.8
"Alabama",1019,2016,1,148263.1,NA
"Alabama",1019,2017,4,115056.2,129919.2
"Alabama",1019,2018,8,227434.6,379.4
"Alabama",1019,2019,2,22991.7,0
"Alabama",1019,2020,4,139055.3,59009
"Alabama",1019,2022,16,80995.4,94308.8
"Alabama",1021,2009,3,191951.7,114121.7
"Alabama",1021,2010,9,226787.4,62112
"Alabama",1021,2011,1,699.9,NA
"Alabama",1021,2014,5,240737,38243.3
"Alabama",1021,2015,3,257839.9,0
"Alabama",1021,2017,4,129971.4,147652.2
"Alabama",1021,2018,7,257839.9,0
"Alabama",1021,2020,1,257839.9,NA
"Alabama",1021,2022,6,134648.5,135075.3
"Alabama",1023,2009,2,332822.5,0
"Alabama",1023,2010,10,201845.3,169100.2
"Alabama",1023,2011,1,332822.5,NA
"Alabama",1023,2014,3,332822.5,0
"Alabama",1023,2015,2,332822.5,0
"Alabama",1023,2016,2,1697.5,1449.3
"Alabama",1023,2017,2,332822.5,0
"Alabama",1023,2018,7,286036.2,123785
"Alabama",1023,2020,1,328640.1,NA
"Alabama",1023,2021,4,249846.6,165951.7
"Alabama",1023,2022,6,226989.7,164222.1
"Alabama",1025,2009,3,290875.6,249243.4
"Alabama",1025,2010,9,368928.7,140475.4
"Alabama",1025,2011,1,434833,NA
"Alabama",1025,2014,3,439671.5,8380.6
"Alabama",1025,2015,3,300590.5,257656.6
"Alabama",1025,2017,2,388522.2,86021.4
"Alabama",1025,2018,7,426474.2,42293.5
"Alabama",1025,2020,1,449348.6,NA
"Alabama",1025,2021,3,136569.3,8401.7
"Alabama",1025,2022,4,347290.3,142887.2
"Alabama",1027,2009,6,95966.1,101299.6
"Alabama",1027,2010,14,125942.7,105905.6
"Alabama",1027,2011,1,1328.2,NA
"Alabama",1027,2012,1,173.5,NA
"Alabama",1027,2014,6,224670.1,646.6
"Alabama",1027,2015,4,174162.4,101824
"Alabama",1027,2016,5,4475.7,5876.8
"Alabama",1027,2017,3,225074.4,0
"Alabama",1027,2018,8,205183.4,56260.4
"Alabama",1027,2019,1,340,NA
"Alabama",1027,2020,4,87637.1,91624.9
"Alabama",1027,2021,1,118.1,NA
"Alabama",1027,2022,7,110905.2,109080.5
"Alabama",1029,2009,6,152278.2,70547.8
"Alabama",1029,2010,31,64821.6,88091.8
"Alabama",1029,2011,6,48816.1,68536
"Alabama",1029,2012,1,18539.4,NA
"Alabama",1029,2014,6,179946.1,74628
"Alabama",1029,2015,6,133744.9,102853.8
"Alabama",1029,2016,3,33669,2088.6
"Alabama",1029,2017,4,152011.9,101095.8
"Alabama",1029,2018,8,210149.5,740.3
"Alabama",1029,2019,4,89939.1,87624.5
"Alabama",1029,2020,5,131402.6,77982.6
"Alabama",1029,2022,9,98435.3,105805.1
"Alabama",1031,2008,1,242716.8,NA
"Alabama",1031,2009,5,234312,18793.6
"Alabama",1031,2010,11,235979.3,11553.2
"Alabama",1031,2011,1,615.2,NA
"Alabama",1031,2013,4,219468.8,0
"Alabama",1031,2014,5,187462.5,101701.6
"Alabama",1031,2015,3,242716.8,0
"Alabama",1031,2016,2,125592.9,165638.2
"Alabama",1031,2017,2,125592.9,165638.2
"Alabama",1031,2018,6,242716.8,0
"Alabama",1031,2019,5,148936.8,95737.8
"Alabama",1031,2020,6,124193.4,129868.3
"Alabama",1031,2021,3,71895.9,57629.5
"Alabama",1031,2022,7,146917.3,94564.3
"Alabama",1033,2009,2,239461.8,0
"Alabama",1033,2010,18,128933.3,114153.4
"Alabama",1033,2011,8,70556.1,98106.3
"Alabama",1033,2012,3,216587.2,0
"Alabama",1033,2014,4,228296.2,22331.2
"Alabama",1033,2015,4,196680.6,85562.4
"Alabama",1033,2017,3,182420.2,98798.9
"Alabama",1033,2018,8,218071.2,60501.8
"Alabama",1033,2019,5,5080,4020.8
"Alabama",1033,2020,5,43779.9,84483
"Alabama",1033,2021,7,64339,84057.7
"Alabama",1033,2022,12,50671.7,89995.7
"Alabama",1035,2009,4,229360,146262.5
"Alabama",1035,2010,14,212434.1,117430.7
"Alabama",1035,2011,7,168004.7,106186.3
"Alabama",1035,2014,4,235870.4,136847
"Alabama",1035,2015,6,139600.8,136964.3
"Alabama",1035,2017,2,281899.2,31671
"Alabama",1035,2018,7,297895.4,16928.8
"Alabama",1035,2019,4,61952.1,48747.9
"Alabama",1035,2020,1,304293.9,NA
"Alabama",1035,2021,5,75860.8,52747.1
"Alabama",1035,2022,3,304293.9,0
"Alabama",1037,2008,2,9416.5,11621.7
"Alabama",1037,2009,4,161880.5,101496.1
"Alabama",1037,2010,11,193651.4,94412.9
"Alabama",1037,2011,7,47801.9,26430.5
"Alabama",1037,2014,6,207515,93598.1
"Alabama",1037,2015,4,194476.2,102500.2
"Alabama",1037,2016,20,27475.9,26142.2
"Alabama",1037,2017,4,143333.7,121077.8
"Alabama",1037,2018,8,220101.2,72478.6
"Alabama",1037,2019,2,41058.1,7111.3
"Alabama",1037,2020,1,245726.3,NA
"Alabama",1037,2021,2,7142.6,8002.5
"Alabama",1037,2022,8,119543.4,114309.3
"Alabama",1039,2008,1,94969.7,NA
"Alabama",1039,2009,14,128983.5,135149.6
"Alabama",1039,2010,22,180326.8,157490.8
"Alabama",1039,2011,6,220885.2,125629.4
"Alabama",1039,2013,4,17551.3,0
"Alabama",1039,2014,5,225275.2,199611.1
"Alabama",1039,2015,7,143875.1,167411.3
"Alabama",1039,2016,1,189154.7,NA
"Alabama",1039,2017,2,248720.1,172980
"Alabama",1039,2018,7,332031.6,70240.4
"Alabama",1039,2019,3,143503.6,181892.7
"Alabama",1039,2020,4,200086.2,131262.2
"Alabama",1039,2021,3,114768.5,69253.3
"Alabama",1039,2022,5,243001.2,175896
"Alabama",1041,2008,1,15589.7,NA
"Alabama",1041,2009,5,137867,111623.4
"Alabama",1041,2010,9,184448.7,72958.8
"Alabama",1041,2011,2,7145,8008.2
"Alabama",1041,2014,4,218614.2,1542
"Alabama",1041,2015,3,214039.3,9259.4
"Alabama",1041,2016,1,356.3,NA
"Alabama",1041,2017,2,211040.4,11801.4
"Alabama",1041,2018,7,217001,6308.1
"Alabama",1041,2019,3,5576.6,4214.2
"Alabama",1041,2020,3,73365.9,126456.4
"Alabama",1041,2022,3,219385.2,0
"Alabama",1043,2009,7,118810.2,120574.1
"Alabama",1043,2010,16,160571.9,123664.1
"Alabama",1043,2011,10,76637.4,75657.5
"Alabama",1043,2012,16,33629.5,18319.3
"Alabama",1043,2014,8,231046.6,93632.5
"Alabama",1043,2015,4,240126.9,91916.2
"Alabama",1043,2017,3,284719.7,2364.8
"Alabama",1043,2018,7,286085,0
"Alabama",1043,2020,4,72164.9,142613.4
"Alabama",1043,2021,1,190596,NA
"Alabama",1043,2022,12,137891.6,121444
"Alabama",1045,2008,1,200716.3,NA
"Alabama",1045,2009,16,59811,84279.2
"Alabama",1045,2010,26,90837.3,96226.7
"Alabama",1045,2011,13,8232.2,6860.9
"Alabama",1045,2012,4,30002.8,0
"Alabama",1045,2013,4,200716.3,0
"Alabama",1045,2014,5,133123.4,94339.1
"Alabama",1045,2015,12,53620.7,88742.2
"Alabama",1045,2016,2,129135.6,101230.4
"Alabama",1045,2017,8,46146.7,64836.3
"Alabama",1045,2018,7,176328.7,64523.6
"Alabama",1045,2019,7,83068.4,73287.8
"Alabama",1045,2020,9,75095.8,95839.9
"Alabama",1045,2021,8,40673,57197.4
"Alabama",1045,2022,10,100798.4,94499.1
"Alabama",1047,2009,3,253701.7,19342
"Alabama",1047,2010,8,261444,7281.2
"Alabama",1047,2011,1,5058.8,NA
"Alabama",1047,2014,4,282757.4,53840.6
"Alabama",1047,2015,3,320944.4,70315.5
"Alabama",1047,2017,2,339906.6,30595.8
"Alabama",1047,2018,7,361541.1,0
"Alabama",1047,2020,1,361541.1,NA
"Alabama",1047,2021,8,5062.5,3754.2
"Alabama",1047,2022,7,155303.3,192917.9
"Alabama",1049,2009,3,210841.1,149877.6
"Alabama",1049,2010,8,157425.3,111216.1
"Alabama",1049,2014,5,293594,8450.2
"Alabama",1049,2015,7,182007.1,129218.4
"Alabama",1049,2016,1,196396.1,NA
"Alabama",1049,2017,5,123391.7,158863.6
"Alabama",1049,2018,8,295011.1,6680.5
"Alabama",1049,2020,1,297373,NA
"Alabama",1049,2022,18,78930,120214.4
"Alabama",1051,2008,1,3179.2,NA
"Alabama",1051,2009,5,175283.5,102990.5
"Alabama",1051,2010,13,173698.4,105387
"Alabama",1051,2011,12,64930.2,86939.9
"Alabama",1051,2014,6,186370.7,96792.7
"Alabama",1051,2015,4,217909.2,45052.3
"Alabama",1051,2016,9,2669.8,2626.3
"Alabama",1051,2017,2,240435.4,0
"Alabama",1051,2018,8,229172.3,31856.8
"Alabama",1051,2019,3,135555,117383.3
"Alabama",1051,2020,1,240435.4,NA
"Alabama",1051,2022,6,126843.9,124490.6
"Alabama",1053,2009,3,333995.1,6653.2
"Alabama",1053,2010,11,287466.9,102336.4
"Alabama",1053,2011,3,113898,193938
"Alabama",1053,2012,1,91128.9,NA
"Alabama",1053,2014,3,337836.3,0
"Alabama",1053,2015,3,333995.1,6653.2
"Alabama",1053,2017,1,336156.2,NA
"Alabama",1053,2018,7,287716.5,125801.9
"Alabama",1053,2019,1,590.3,NA
"Alabama",1053,2020,1,337836.3,NA
"Alabama",1053,2022,3,334826,5214.1
"Alabama",1055,2008,1,15000,NA
"Alabama",1055,2009,5,207516,0
"Alabama",1055,2010,16,105672.4,81466.7
"Alabama",1055,2011,4,43151.3,41506.4
"Alabama",1055,2014,5,182862,55127.9
"Alabama",1055,2015,6,105106.1,112192.1
"Alabama",1055,2017,6,104421,92476.4
"Alabama",1055,2018,8,185036.6,63581.2
"Alabama",1055,2019,16,50853.8,20828.7
"Alabama",1055,2020,4,207516,0
"Alabama",1055,2021,1,55397.5,NA
"Alabama",1055,2022,12,98051.6,91942.2
"Alabama",1057,2009,2,236235.2,0
"Alabama",1057,2010,10,212702.1,60825.1
"Alabama",1057,2011,5,51740.1,103177.1
"Alabama",1057,2014,6,236235.2,0
"Alabama",1057,2015,3,236235.2,0
"Alabama",1057,2017,3,236235.2,0
"Alabama",1057,2018,10,217024,30933
"Alabama",1057,2020,1,236235.2,NA
"Alabama",1057,2021,6,87863,102543.5
"Alabama",1057,2022,9,158888.8,103607.6
"Alabama",1059,2009,2,246881.1,0
"Alabama",1059,2010,10,246285.7,1882.7
"Alabama",1059,2011,2,223597.7,32927.7
"Alabama",1059,2012,3,200314.3,0
"Alabama",1059,2014,4,246881.1,0
"Alabama",1059,2015,4,194180.1,101479.7
"Alabama",1059,2017,3,178593.6,118277.5
"Alabama",1059,2018,8,221273.3,72429.9
"Alabama",1059,2020,1,246881.1,NA
"Alabama",1059,2021,4,88754.4,106648
"Alabama",1059,2022,5,105806.1,128783.3
"Alabama",1061,2008,1,192946.6,NA
"Alabama",1061,2009,12,75968.6,92329.2
"Alabama",1061,2010,20,118325.4,97786.5
"Alabama",1061,2011,6,18846.8,9204
"Alabama",1061,2013,4,166332.5,0
"Alabama",1061,2014,5,162965,62787.7
"Alabama",1061,2015,3,205125.5,0
"Alabama",1061,2016,2,150573.4,13792.5
"Alabama",1061,2017,5,69838.9,96857.5
"Alabama",1061,2018,6,197659,18289.2
"Alabama",1061,2019,6,83681.4,72117.7
"Alabama",1061,2020,4,166649.6,27248.9
"Alabama",1061,2021,1,24767.2,NA
"Alabama",1061,2022,5,139080.2,90882.4
"Alabama",1063,2009,2,242876.8,0
"Alabama",1063,2010,9,196260.5,90796.4
"Alabama",1063,2011,1,162504.1,NA
"Alabama",1063,2014,5,200312.9,91808.1
"Alabama",1063,2015,2,242876.8,0
"Alabama",1063,2016,1,230,NA
"Alabama",1063,2017,2,242876.8,0
"Alabama",1063,2018,7,242006.5,2302.5
"Alabama",1063,2020,1,242876.8,NA
"Alabama",1063,2021,3,184351.3,18920.2
"Alabama",1063,2022,4,222783.6,40186.3
"Alabama",1065,2009,2,201379.3,0
"Alabama",1065,2010,7,201136.7,641.8
"Alabama",1065,2011,1,2385.7,NA
"Alabama",1065,2014,4,210868.5,20126.4
"Alabama",1065,2015,3,161703.6,137404.9
"Alabama",1065,2017,2,241034.3,0
"Alabama",1065,2018,7,240799,622.6
"Alabama",1065,2020,1,241034.3,NA
"Alabama",1065,2021,3,2385.7,0
"Alabama",1065,2022,4,181372.1,119324.3
"Alabama",1067,2008,6,37242.6,77300.6
"Alabama",1067,2009,15,61810.8,83442.1
"Alabama",1067,2010,14,187641.2,49728.5
"Alabama",1067,2011,6,8371.6,8788.9
"Alabama",1067,2012,4,196835.9,0
"Alabama",1067,2013,5,162584.5,90771.3
"Alabama",1067,2014,3,203178.7,0
"Alabama",1067,2015,3,203178.7,0
"Alabama",1067,2016,1,59491.7,NA
"Alabama",1067,2017,7,114425.1,104798.6
"Alabama",1067,2018,8,177735,69438.4
"Alabama",1067,2019,1,60506.1,NA
"Alabama",1067,2020,4,82498.4,84058.5
"Alabama",1067,2021,1,33976.4,NA
"Alabama",1067,2022,8,101136.9,89734.4
"Alabama",1069,2008,1,86570.2,NA
"Alabama",1069,2009,12,66395.8,81149.9
"Alabama",1069,2010,17,148569.3,86330.4
"Alabama",1069,2011,6,5600.7,4135.5
"Alabama",1069,2012,4,110766.9,0
"Alabama",1069,2013,4,164976.9,0
"Alabama",1069,2014,4,193523.3,25588.7
"Alabama",1069,2015,3,206317.6,0
"Alabama",1069,2016,2,97343.8,81736.5
"Alabama",1069,2017,8,87959.4,77101.3
"Alabama",1069,2018,7,183417.3,40107.6
"Alabama",1069,2019,5,49693.8,68206.9
"Alabama",1069,2020,5,90345.4,85259.7
"Alabama",1069,2022,8,98830.9,90951.4
"Alabama",1071,2009,7,173842.1,184990.9
"Alabama",1071,2010,14,141784.6,153133
"Alabama",1071,2011,2,25805.7,26271.5
"Alabama",1071,2014,13,193694.1,202772.6
"Alabama",1071,2015,10,216854.8,228559.7
"Alabama",1071,2016,3,163721,235552.9
"Alabama",1071,2017,5,182360.4,230141.1
"Alabama",1071,2018,17,218252.9,216907.4
"Alabama",1071,2019,3,11204.9,14697.6
"Alabama",1071,2020,6,80313.5,173547.9
"Alabama",1071,2021,3,5572,8872.9
"Alabama",1071,2022,15,137700.8,179777.4
"Alabama",1073,2009,7,150425.3,184728.2
"Alabama",1073,2010,13,262863.1,180092.2
"Alabama",1073,2011,3,207467,26018.6
"Alabama",1073,2014,7,344075,107296.3
"Alabama",1073,2015,4,320811.3,199074.2
"Alabama",1073,2016,5,57260,33367.2
"Alabama",1073,2017,4,304609.5,157715.9
"Alabama",1073,2018,8,368097.7,147787.3
"Alabama",1073,2019,2,82443.3,88921.9
"Alabama",1073,2020,5,106579.8,175617.6
"Alabama",1073,2021,5,176739.2,168156
"Alabama",1073,2022,10,321839.1,126958.6
"Alabama",1075,2009,2,227694.3,0
"Alabama",1075,2010,12,180015.1,79281.3
"Alabama",1075,2011,1,227694.3,NA
"Alabama",1075,2012,1,49728.6,NA
"Alabama",1075,2014,6,204164.2,48544.7
"Alabama",1075,2015,4,154030.6,87677.9
"Alabama",1075,2017,6,103753.7,113776.1
"Alabama",1075,2018,15,156449.3,104993.8
"Alabama",1075,2019,2,8555.6,6875.1
"Alabama",1075,2020,1,227694.3,NA
"Alabama",1075,2021,7,124998.9,99015.5
"Alabama",1075,2022,6,224114.2,8769.5
"Alabama",1077,2009,2,277803.2,0
"Alabama",1077,2010,10,234828.8,90598.1
"Alabama",1077,2011,5,128721.4,135745.5
"Alabama",1077,2012,3,276507.7,0
"Alabama",1077,2014,4,257566.5,40473.5
"Alabama",1077,2015,4,262260,31086.3
"Alabama",1077,2016,1,1132.6,NA
"Alabama",1077,2017,3,256801.4,36376.2
"Alabama",1077,2018,8,253271.2,69387.1
"Alabama",1077,2020,1,196856.2,NA
"Alabama",1077,2021,4,129761.5,98694.5
"Alabama",1077,2022,3,212006.9,113962.5
"Alabama",1079,2009,5,122230.2,138743.2
"Alabama",1079,2010,10,249581.3,50489.7
"Alabama",1079,2011,6,133280.8,109609.3
"Alabama",1079,2012,4,205196.1,136530.8
"Alabama",1079,2014,8,155368.1,128687.7
"Alabama",1079,2015,4,243917.6,55012.4
"Alabama",1079,2017,3,236684.9,65005.2
"Alabama",1079,2018,7,274215.7,0
"Alabama",1079,2020,1,274215.7,NA
"Alabama",1079,2021,1,196329.5,NA
"Alabama",1079,2022,5,131799,133191.3
"Alabama",1081,2009,10,153734.2,67373.9
"Alabama",1081,2010,18,169731.9,73471.7
"Alabama",1081,2011,7,135203.5,85083.9
"Alabama",1081,2012,2,225274.5,187.5
"Alabama",1081,2014,4,218992.7,12828.6
"Alabama",1081,2015,7,154784.9,92160.5
"Alabama",1081,2016,2,23835.6,0
"Alabama",1081,2017,2,136198.8,126159.4
"Alabama",1081,2018,9,197155.2,74424.6
"Alabama",1081,2019,6,141125,87423.2
"Alabama",1081,2020,1,225407,NA
"Alabama",1081,2021,3,9397.5,14492
"Alabama",1081,2022,10,129296.8,103673
"Alabama",1083,2009,6,180489.1,88438.9
"Alabama",1083,2010,16,123910.8,114129.5
"Alabama",1083,2011,9,156559.6,101694.4
"Alabama",1083,2012,6,114077,107038.5
"Alabama",1083,2014,8,197479.6,68595.2
"Alabama",1083,2015,8,152047.7,100327.4
"Alabama",1083,2017,15,64885.7,93157.6
"Alabama",1083,2018,11,150026.5,116293.2
"Alabama",1083,2019,3,9540.4,7529.4
"Alabama",1083,2020,4,142961.6,92954.1
"Alabama",1083,2021,2,71805.1,19769.1
"Alabama",1083,2022,11,118175,95973.5
"Alabama",1085,2009,9,97727.2,124342.4
"Alabama",1085,2010,9,233613.2,87430.3
"Alabama",1085,2011,8,35724.5,24326.7
"Alabama",1085,2012,1,331.7,NA
"Alabama",1085,2014,4,262756.6,0
"Alabama",1085,2015,3,262756.6,0
"Alabama",1085,2016,1,331.7,NA
"Alabama",1085,2017,2,262756.6,0
"Alabama",1085,2018,7,262756.6,0
"Alabama",1085,2019,6,35716.2,22008.5
"Alabama",1085,2020,1,262756.6,NA
"Alabama",1085,2021,2,9379,11885
"Alabama",1085,2022,5,160840.1,139555
"Alabama",1087,2009,9,112567.9,105305.6
"Alabama",1087,2010,13,163196.7,92703.6
"Alabama",1087,2011,7,92394.9,62440.4
"Alabama",1087,2012,2,82667.8,87753.9
"Alabama",1087,2014,4,223354.5,0
"Alabama",1087,2015,4,223354.5,0
"Alabama",1087,2017,2,193600.6,42078.3
"Alabama",1087,2018,8,213457.3,27993.5
"Alabama",1087,2019,5,103576.5,109396.1
"Alabama",1087,2020,1,223354.5,NA
"Alabama",1087,2022,6,157393.8,72953.8
"Alabama",1089,2008,4,17350,7323.7
"Alabama",1089,2009,5,312644.9,0
"Alabama",1089,2010,19,191591.4,124241.1
"Alabama",1089,2011,14,134387.4,122434.1
"Alabama",1089,2012,9,47013.9,50744.7
"Alabama",1089,2013,1,2500,NA
"Alabama",1089,2014,8,305662.5,19749.1
"Alabama",1089,2015,7,232019.4,138650
"Alabama",1089,2016,2,122398,119232.3
"Alabama",1089,2017,13,83656.7,130022.3
"Alabama",1089,2018,14,178366.7,148500.9
"Alabama",1089,2019,3,39826.2,31613.3
"Alabama",1089,2020,5,223006.4,120360.2
"Alabama",1089,2021,4,82303.4,117639
"Alabama",1089,2022,14,176049.8,140656.2
"Alabama",1091,2009,2,164671.8,0
"Alabama",1091,2010,6,164671.8,0
"Alabama",1091,2011,1,164671.8,NA
"Alabama",1091,2014,3,228716.3,110928.3
"Alabama",1091,2015,2,356805.2,0
"Alabama",1091,2016,4,18266.6,20102.6
"Alabama",1091,2017,2,356805.2,0
"Alabama",1091,2018,7,334170.5,59885.7
"Alabama",1091,2020,4,108721.6,165516.4
"Alabama",1091,2021,3,164671.8,0
"Alabama",1091,2022,7,190521.2,162388.6
"Alabama",1093,2009,2,281766,0
"Alabama",1093,2010,10,263759.5,56941.6
"Alabama",1093,2011,3,119556.7,145605.4
"Alabama",1093,2012,3,76754,0
"Alabama",1093,2014,6,249435,50087
"Alabama",1093,2015,4,214827.2,103112
"Alabama",1093,2017,3,270410.2,19668.8
"Alabama",1093,2018,11,221334.3,85910.7
"Alabama",1093,2020,1,281766,NA
"Alabama",1093,2021,3,227055.9,47380.4
"Alabama",1093,2022,6,226512.5,108937.7
"Alabama",1095,2009,7,143152.7,71965.3
"Alabama",1095,2010,10,149584.1,115056.2
"Alabama",1095,2011,4,16621.1,22076.1
"Alabama",1095,2014,9,155939.5,87490.9
"Alabama",1095,2015,17,56203.9,87119.8
"Alabama",1095,2016,6,17820,7593.8
"Alabama",1095,2017,11,64404.3,86440.5
"Alabama",1095,2018,11,156087.5,112990.1
"Alabama",1095,2020,6,83157.2,86613.1
"Alabama",1095,2022,8,119037.8,126148.2
"Alabama",1097,2009,4,210101,242500.5
"Alabama",1097,2010,28,87741.8,166921.9
"Alabama",1097,2011,8,60351.7,153300.1
"Alabama",1097,2014,8,162890.7,223711.4
"Alabama",1097,2015,8,111480.1,200540.8
"Alabama",1097,2016,6,3051.4,4989.7
"Alabama",1097,2017,7,89275.6,168265.3
"Alabama",1097,2018,23,132452,203323.6
"Alabama",1097,2019,13,1913.3,1166
"Alabama",1097,2020,9,47410.1,139541.3
"Alabama",1097,2021,1,397180.3,NA
"Alabama",1097,2022,12,143892.4,211285.9
"Alabama",1099,2009,3,293166.6,133582.2
"Alabama",1099,2010,9,342684.1,82818.7
"Alabama",1099,2011,6,66823.4,148877.9
"Alabama",1099,2014,4,278170.6,184239.3
"Alabama",1099,2015,3,287471.6,143446.1
"Alabama",1099,2017,2,327512.7,60496.7
"Alabama",1099,2018,7,358791.2,30423.7
"Alabama",1099,2019,2,6059,2493.8
"Alabama",1099,2020,1,370290.3,NA
"Alabama",1099,2021,3,6428.5,7819.6
"Alabama",1099,2022,3,359646.3,18435.9
"Alabama",1101,2008,3,14162.9,6962.6
"Alabama",1101,2009,9,115697.8,132319.4
"Alabama",1101,2010,16,152236.4,142909.3
"Alabama",1101,2011,13,89188.7,75591.9
"Alabama",1101,2012,2,9633.9,800.6
"Alabama",1101,2013,1,1200,NA
"Alabama",1101,2014,6,196313.1,145586.3
"Alabama",1101,2015,4,223101,134360.5
"Alabama",1101,2016,2,12695.1,5836.9
"Alabama",1101,2017,2,290281.2,0
"Alabama",1101,2018,8,254641,94353.5
"Alabama",1101,2019,6,136450.5,68207.9
"Alabama",1101,2020,1,290281.2,NA
"Alabama",1101,2021,5,13074.8,8305.4
"Alabama",1101,2022,6,151185.2,152441.4
"Alabama",1103,2009,5,212708.6,14642.1
"Alabama",1103,2010,17,113084.8,110763
"Alabama",1103,2011,10,120377.7,107761.4
"Alabama",1103,2012,16,32077.2,20761.7
"Alabama",1103,2014,8,218605,13741.2
